smiles,name,n_models,is_known_antibiotic,best_selectivity,MW,LogP,TPSA,HBD,HBA,RotBonds,Rings,lipinski_violations,lipinski_pass
C[CH2][Hg][S]c1ccccc1C(=O)O,thiomersal,1,True,0.8654,382.83,2.913,37.3,1,2,4,1,0,True
O=C(Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)Nc1c(Br)cc(Br)cc1-c1nn[nH]n1,NS-5806,1,False,0.8652,574.08,6.073,95.59,3,4,3,3,2,False
CCC[N@+]12[C@H](O)[C@@H](CC)[C@@H]3C[C@@H]1[C@@H]1N(C)c4ccccc4[C@]14C[C@H]2[C@@H]3[C@@H]4O,neo-gilurytmal,1,False,0.8645,369.53,2.479,43.7,2,3,3,7,0,True
CC(=O)N[C@@H]1[C@H](O)[C@H](O)[C@H](CO)O[C@@H]1O,N-acetylmannosamine,1,False,0.8637,221.21,-3.078,119.25,5,6,2,1,0,True
C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)COP(=O)(O)O,prednisolone-sodium-phosphate,1,False,0.8628,440.43,1.675,141.36,4,6,4,4,0,True
C/C(=C(\CCOP(=O)(O)O)SC(=O)c1ccccc1)N(C=O)Cc1cnc(C)nc1N,benfotiamine,1,False,0.8618,466.46,2.63,155.94,3,8,10,2,0,True
COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1OP(=O)(O)O,etoposide-phosphate,1,True,0.8608,668.54,1.104,207.36,4,14,7,7,2,False
Cc1[nH]nc(C(F)(F)F)c1Cc1sc2c(c1C(=O)N1C[C@](C)(O)CO1)c(=O)n(C)c(=O)n2C(C)C,AZD3965,1,False,0.8538,515.51,2.122,122.45,2,7,4,4,1,True
Cc1ncc(C[n+]2csc(CCOP(=O)(O)OP(=O)(O)O)c2C)c(N)n1,thiamine-pyrophosphate,1,False,0.8531,425.32,0.842,168.97,4,8,8,2,0,True
Cc1cc(N2CCOCC2)cc2[nH]c(-c3c(NC[C@@H](O)c4cccc(Cl)c4)cc[nH]c3=O)nc12,BMS-536924,1,False,0.8523,479.97,3.862,106.27,4,6,6,5,0,True
COCC(=O)Nc1c(I)c(C(=O)NC[C@@H](O)CO)c(I)c(C(=O)N(C)C[C@@H](O)CO)c1I,iopromide,1,False,0.8498,791.12,-0.407,168.66,6,8,11,1,2,False
CCC(=O)O[C@@H]1CC(=O)O[C@H](C)C/C=C/C=C/[C@H](O)[C@H](C)C[C@H](CC=O)[C@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](OC(=O)CC)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@H]1OC,midecamycin,1,False,0.8487,813.98,2.767,206.05,3,16,12,3,2,False
O=C(O)[C@H]1CSCN1,timonacic,1,False,0.8485,133.17,-0.266,49.33,2,3,1,1,0,True
O=C1NC(c2ccccc2)(c2ccccc2)C(=O)N1COP(=O)(O)O,fosphenytoin,1,False,0.8483,362.28,1.549,116.17,3,4,5,3,0,True
CN1CC[C@@H]2CN3CCc4cccc(c43)[C@@H]2C1,SDZ-SER-082,1,False,0.8471,228.34,2.098,6.48,0,2,0,4,0,True
CCCNCCc1ccc(NS(=O)(=O)c2ccc(OC(F)(F)F)cc2)cc1,PNU-177864,1,False,0.8471,402.44,3.928,67.43,2,4,9,2,0,True
CCCCCCCCCCCCCCCCCCOP(=O)(O)OC1CC[N+](C)(C)CC1,perifosine,1,False,0.8466,462.68,7.62,55.76,1,3,20,1,1,True
CC(C)n1c(=O)n(C(=O)N[C@H]2C[C@H]3CC[C@@H](C2)N3C)c2ccccc21,BIMU-8,1,False,0.8464,342.44,2.567,59.27,1,3,2,4,0,True
COc1cc(C)[nH]c(=O)c1CNC(=O)c1c(C)n([C@H](C)C2CCN(CC(F)(F)F)CC2)c2ccccc12,CPI-1205,1,False,0.8455,518.58,4.72,79.36,2,4,7,4,1,True
[NH2][Pt]1([NH2])[O]C(=O)C2(CCC2)C(=O)[O]1,carboplatin,1,False,0.8439,369.23,-1.012,104.64,2,6,0,2,0,True
COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc1OP(=O)(O)O,fosbretabulin,1,False,0.8402,396.33,3.363,103.68,2,6,8,2,0,True
CCCC[C@@H](CC)CN1CN(C[C@@H](CC)CCCC)C[C@@](C)(N)C1,hexetidine,1,False,0.8393,339.61,4.712,32.5,1,3,12,1,0,True
O=C(COP(=O)(O)O)[C@@H](O)[C@H](O)[C@H](O)COP(=O)(O)O,fosfructose,1,False,0.8385,340.11,-3.143,211.28,7,8,9,0,1,True
CC(=O)c1ccc2c(c1)C(=O)C1(CC1)O2,spizofurone,1,False,0.8329,202.21,1.997,43.37,0,3,1,3,0,True
Nc1cc(C(Cl)=C(Cl)Cl)c(S(N)(=O)=O)cc1S(N)(=O)=O,clorsulon,1,False,0.8322,380.66,0.906,146.34,3,5,3,1,0,True
Cn1nccc1Nc1nccc(-c2cc3c(s2)C(C)(C)N(CCN2CCOCC2)C3=O)n1,LY3214996,1,False,0.8322,453.57,2.705,88.41,1,8,6,5,0,True
C1CCN2C[C@@H]3C[C@@H](CN4CCCC[C@@H]34)[C@H]2C1,sparteine-(-),1,False,0.8321,234.39,2.345,6.48,0,2,0,4,0,True
Clc1ccc([C@]23CNC[C@H]2C3)cc1Cl,amitifadine,1,False,0.8317,228.12,2.854,12.03,1,1,1,3,0,True
OC[C@H]1NC[C@@H](O)[C@@H](O)[C@@H]1O,1-deoxymannojirimycin,1,False,0.8313,163.17,-2.967,92.95,5,5,1,1,0,True
CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(=O)[C@@H](C(N)=O)C(=O)[C@@]3(O)C(=O)[C@H]1C2=O,minocycline,1,True,0.831,457.48,-1.067,158.31,3,9,3,4,0,True
C[C@@H]1[C@H](O)[C@@H](C)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)C[C@@H]2O[C@](O)(C[C@@H](O)C[C@@H](O)[C@H](O)CC[C@@H](O)C[C@@H](O)CC(=O)O[C@H]1C)C[C@H](O)[C@H]2C(=O)O,amphotericin-b,1,False,0.8306,924.09,0.712,319.61,12,17,3,3,3,False
Brc1c(NC2=NCCN2)ccc2nccnc12,brimonidine,1,False,0.8161,292.14,1.763,62.2,2,5,1,3,0,True
Cc1nc(Nc2[nH]nc3c2CN(C(=O)N[C@H](CN(C)C)c2ccccc2)C3(C)C)c2sccc2n1,PF-03758309,1,False,0.8161,490.64,4.53,102.07,3,7,6,5,0,True
CN(C)CCc1c[nH]c2ccc(C[C@H]3COC(=O)N3)cc12,zolmitriptan,1,False,0.8146,287.36,1.923,57.36,2,3,5,3,0,True
CC/C(=C\C(=N\O)C(N)=O)[C@@H](C)[N+](=O)[O-],FK-409,1,False,0.8142,215.21,0.304,118.82,2,5,5,0,0,True
NCCCCCNCC12CC3CC(CC(C3)C1)C2,IEM1754,1,False,0.8138,250.43,2.921,38.05,2,2,7,4,0,True
NCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CSSC[C@H](N)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N1)C(=O)NCC(N)=O,ornipressin,1,False,0.8116,1042.21,-4.719,425.55,13,16,18,4,3,False
C1=C2CCCN[C@H]2[C@@H]2C[C@H]1[C@H]1CCCCN1C2,aloperine,1,False,0.8066,232.37,2.169,15.27,1,2,0,4,0,True
CCCC[P+](CCCC)(CCCC)Cc1ccc(NC(=O)[C@H](Cc2ccc3ccccc3c2)N/C(=N/C2CCCCC2)NC2CCCCC2)cc1,WIN-64338,1,False,0.8059,712.04,11.508,65.52,3,2,18,5,2,False
N=C(N)NC(=O)c1nc(Cl)c(N)nc1N,amiloride,1,False,0.8046,229.63,-1.082,156.79,5,6,1,1,0,True
NC(=O)c1cnc2[nH]ccc2c1N[C@@H]1[C@@H]2C[C@@H]3C[C@H]1C[C@@](O)(C3)C2,peficitinib,1,False,0.8029,326.4,2.013,104.03,4,4,3,6,0,True
OC[C@H]1NCC[C@@H](O)[C@@H]1O,fagomine,1,False,0.8026,147.17,-1.938,72.72,4,4,1,1,0,True
C[C@@H](N)C12CC3CC(CC(C3)C1)C2,rimantadine,1,False,0.802,179.31,2.55,26.02,1,1,1,4,0,True
Cc1n[nH]c(C)c1Cc1sc2c(c1C(=O)N1C[C@H](O)CO1)c(=O)n(C)c(=O)n2CC(C)C,AR-C155858,1,False,0.7991,461.54,1.097,122.45,2,7,5,4,0,True
C[C@@]1(C(=O)Nc2ccc(F)nc2)CCCN1c1nc(Nc2cc(C3CC3)n[nH]2)c2cccn2n1,BMS-754807,1,False,0.799,461.51,3.605,116.13,3,7,6,6,0,True
O=C(c1c(F)ccc(NS(=O)(=O)N2CC[C@@H](F)C2)c1F)c1c[nH]c2ncc(-c3cnc(C4CC4)nc3)cc12,PLX8394,1,False,0.792,542.54,4.107,120.94,2,6,7,6,1,True
CN1CC[C@@]2(C)c3cc(O)ccc3N(C)[C@@H]12,eseroline-(-),1,False,0.7883,218.3,1.761,26.71,1,3,0,3,0,True
COCc1c(-c2cc3cc(C)cc(OC)c3s2)c2c(N)ncnn2c1CN1CCNC(=O)C1,rogaratinib,1,False,0.7867,466.57,2.588,107.01,2,8,6,5,0,True
Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,fludarabine,1,False,0.782,285.24,-1.841,139.54,4,8,2,3,0,True
Cc1cn2nc([C@@H]3CCCCN3C(=O)c3cc(Cl)ccc3NS(C)(=O)=O)cc2nc1N1CC[C@H](N)C1,presatovir,1,False,0.7814,532.07,2.967,125.93,2,7,5,5,1,True
c1ccc2cc([C@]34CNC[C@H]3C4)ccc2c1,centanafadine,1,False,0.7791,209.29,2.701,12.03,1,1,1,4,0,True
O=C1CCC[C@@H]2[C@H]3C[C@@H](CN12)[C@@H]1CCCCN1C3,lupanine,1,False,0.7785,248.37,1.872,23.55,0,2,0,4,0,True
Cc1n[nH]cc1-c1cc2[nH]c([C@H]3CC4CCN3CC4)nc(=O)c2s1,simurosertib,1,False,0.7785,341.44,2.84,77.67,2,5,2,6,0,True
Cn1cc(C2=C(c3cn(C4CCN(Cc5ccccn5)CC4)c4ccccc34)C(=O)NC2=O)c2ccccc21,enzastaurin,1,False,0.7784,515.62,4.932,72.16,1,4,5,7,1,True
CC(C)(/C=C(\C#N)C(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3F)c3c(N)ncnc32)C1)N1CCN(C2COC2)CC1,PRN1008,1,False,0.7776,665.77,4.415,138.66,1,10,8,7,1,True
CC/C=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)OCOC(=O)C(C)(C)C)=C(COC(N)=O)CS[C@H]12)c1csc(N)n1,cefcapene-pivoxil,1,True,0.7737,567.65,1.358,193.24,3,12,9,3,2,False
Nc1nc(=O)n([C@@H]2CS[C@H](CO)O2)cc1F,emtricitabine,1,False,0.7732,247.25,-0.455,90.37,2,6,2,2,0,True
CCCCC#Cc1nc(NC)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2n1,HEMADO,1,False,0.7721,361.4,0.021,125.55,4,8,5,3,0,True
Nc1nc2c([nH]1)c(=O)n(CC1CC1)c(=O)n2CC1CC1,cipamfylline,1,False,0.7715,275.31,0.288,98.7,2,4,4,4,0,True
O=C(NCNC(=O)N[C@H]1C(=O)NC(=O)N1CO)N[C@H]1C(=O)NC(=O)N1CO,imidurea,1,True,0.7714,388.3,-4.802,221.54,8,8,6,2,1,True
Cn1cc(-c2ccc(F)c(C(F)(F)F)c2)nc1C1CCN(c2ncnc3n[nH]cc23)CC1,LY2584702,1,False,0.7685,445.42,4.295,75.52,1,5,3,5,0,True
Cc1ccc(NC(=O)Nc2cc(C(F)(F)F)ccc2F)cc1Nc1ccc2c(c1)NC(=O)/C2=C\c1ccc[nH]1,GNF-5837,1,False,0.7643,535.5,7.361,98.05,5,3,5,5,2,False
Cc1cc(C(=O)Nc2nc3cccc(Cl)c3n2[C@@H]2CCCCN(C(=O)/C=C/CN(C)C)C2)ccn1,EGF816,1,False,0.7639,495.03,4.317,83.36,1,5,6,4,0,True
COC(=O)N1CC[C@@H]2[C@H]1CCC[C@@]2(O)C#Cc1cccc(C)c1,mavoglurant,1,False,0.7632,313.4,2.718,49.77,1,3,0,3,0,True
Cc1cc(S(C)(=O)=O)c(S(C)(=O)=O)cc1C(=O)NC(=N)N,rimeporide,1,False,0.7601,333.39,-0.575,147.25,3,6,3,1,0,True
C[C@H]1CN(C2COC2)CCN1c1ccc(Nc2cc(-c3ccnc(N4CCn5c(cc6c5CC(C)(C)C6)C4=O)c3CO)cn(C)c2=O)nc1,fenebrutinib,1,False,0.7598,664.81,3.574,120.99,2,9,7,8,1,True
COc1cc(OC2CCN(C)CC2)ccc1Nc1ncc2c(n1)n(C1CCCC1)c(=O)n2C,AZ3146,1,False,0.7568,452.56,3.47,86.44,1,7,6,5,0,True
O=C1CCC[C@@H]2[C@H]3CCCN4CCC[C@@H](CN12)[C@@H]34,matrine,1,False,0.7561,248.37,1.872,23.55,0,2,0,4,0,True
C=C[C@]1(C)C[C@@H](OC(=O)CSC(C)(C)CNC(=O)[C@H](N)C(C)C)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O,valnemulin,1,True,0.7554,564.83,4.504,118.72,3,7,9,3,1,True
CCS(=O)(=O)N1CCC([C@@H](C)n2c(C)c(C(=O)NCc3c(OC)cc(C)[nH]c3=O)c3ccccc32)CC1,CPI-169,1,False,0.753,528.68,3.508,113.5,2,5,8,4,1,True
Cc1cc(-c2cnn3c(NC[C@H]4C[C@@](C)(O)C4)cc(Oc4cccnc4)nc23)ccc1C(=O)NC1CC1,CFI-402257,1,False,0.7522,498.59,4.357,113.67,3,7,8,6,0,True
O[C@H]1[C@H]2[C@H](O)CCCN2C[C@H]1O,swainsonine,1,False,0.7504,173.21,-1.453,63.93,3,4,0,2,0,True
O=C(NCc1ccncc1)[C@@]12C[C@H]3C[C@@H](C1)C[C@](c1ccc(Cl)cc1)(C3)C2,ABC-294640,1,False,0.7487,380.92,4.889,41.99,1,2,4,6,0,True
Cc1cc(C(=O)N2Cc3cnn(C)c3Nc3ccccc32)ccc1CNC(=O)N1CCC[C@H]1C(=S)N1CCCN(C)CC1,TC-OT-39,1,False,0.7479,600.79,4.271,88.98,2,6,4,6,1,True
COc1cc(N2CCC(O)CC2)ccc1Nc1cc(Nc2ccccc2S(=O)(=O)C(C)C)c2cc[nH]c2n1,Mps1-IN-1,1,False,0.7466,535.67,5.202,119.58,4,8,8,5,2,False
NS(=O)(=O)c1ccc(C(=O)O)cc1,carzenide,1,False,0.7412,201.2,0.032,97.46,2,3,2,1,0,True
Cc1nc(Nc2cnn(C3CCNCC3)c2)nc2c1N(C)C(=O)c1cc3ccccc3cc1N2C,HTH-01-015,1,False,0.7376,468.57,4.161,91.21,2,7,3,6,0,True
O=C(O)Cc1cccc(OCCCN(Cc2cccc(C(F)(F)F)c2Cl)CC(c2ccccc2)c2ccccc2)c1,GW-3965,1,False,0.7375,582.06,8.089,49.77,1,3,13,4,2,False
Cn1cc(C(=O)C(=O)N[C@H]2C[N@]3CC[C@@H]2CC3)c2ccccc21,RS-56812,1,False,0.7365,311.38,1.571,54.34,1,3,3,5,0,True
Cc1cc(C)cc(OC[C@H]2CNC(=O)O2)c1,metaxalone,1,False,0.7365,221.26,1.791,47.56,1,3,3,2,0,True
CNC(=O)ON(C(C)=O)C(=O)NC,caracemide,1,False,0.7344,189.17,-0.555,87.74,2,4,0,0,0,True
O=C(O)C(Cl)Cl,dichloroacetate,1,False,0.7334,128.94,0.875,37.3,1,1,1,0,0,True
CC1(C)CCC(c2ccc(Cl)cc2)=C(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(N[C@H](CCN5CCOCC5)CSc5ccccc5)c(S(=O)(=O)C(F)(F)F)c4)cc3)CC2)C1,navitoclax,1,False,0.7312,974.63,8.833,128.36,2,11,16,7,3,False
CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,physostigmine,1,False,0.7263,275.35,1.774,44.81,1,4,1,3,0,True
C[C@H](CCOc1cccc(CC(=O)O)c1)N(Cc1cccc(C(F)(F)F)c1Cl)CC(c1ccccc1)c1ccccc1,RGX-104,1,False,0.7236,596.09,8.478,49.77,1,3,13,4,2,False
CN1C(=O)N(C[C@H](C(=O)NO)[C@@H](CC2CCCC2)C(=O)N2CCCCC2)C(=O)C1(C)C,cipemastat,1,False,0.721,436.55,1.99,110.26,2,5,7,3,0,True
CCS(=O)(=O)c1cccc(-c2cc(C(=O)NC3CCN(C)CC3)c(C)c3[nH]c4ncc(C)cc4c23)c1,TAK-901,1,False,0.7206,504.66,4.618,95.16,2,5,5,5,1,True
CC(C)CC(=O)Nc1cncc(-c2ccc3[nH]nc(-c4nc5cncc(-c6cccc(F)c6)c5[nH]4)c3c2)c1,adavivint,1,False,0.7181,505.56,6.354,112.24,3,5,6,6,2,False
CN1C(=O)C(F)=C[C@]2(C)[C@H]3CC[C@]4(C)[C@@H](C(=O)NCc5nc6ncccc6[nH]5)CC[C@H]4[C@@H]3CC[C@@H]12,MK-0773,1,False,0.7117,479.6,4.127,90.98,2,4,3,6,0,True
CC[C@@](C)(Nc1ccnc(-c2c[nH]c3ncccc23)n1)C(=O)NCC(F)(F)F,decernotinib,1,False,0.7112,392.39,3.279,95.59,3,5,6,3,0,True
Cc1ccc(-c2ccc3c(c2)C=C(C(=O)Nc2ccc(C[N+](C)(C)C4CCOCC4)cc2)CCC3)cc1,TAK-779,1,False,0.7041,495.69,6.776,38.33,1,2,6,5,1,True
O=C(NN1C(=O)[C@@H]2[C@@H]3C=C[C@@H]([C@H]4C[C@@H]34)[C@@H]2C1=O)c1ccc(C(F)(F)F)cc1,tecovirimat,1,False,0.6873,376.33,2.403,66.48,1,3,2,6,0,True
COc1cc2nc(N3CCN(C(=O)[C@H]4COc5ccccc5O4)CC3)nc(N)c2cc1OC,doxazosin,1,False,0.6825,451.48,1.718,112.27,1,9,4,5,0,True
COCCN1CCC(C(=O)NO)(S(=O)(=O)c2ccc(Oc3ccc(OC(F)(F)F)cc3)cc2)CC1,SD-2590,1,False,0.681,518.51,3.138,114.4,2,8,9,3,1,True
OC1(CN2CCC(COc3noc4cccc(O[C@@H]5CCOC5)c34)CC2)CCOCC1,PF-04995274,1,False,0.6785,432.52,2.628,86.42,1,8,7,5,0,True
C[C@H]1NCc2cc(-c3ccc4c(=O)c(C(=O)O)cn(C5CC5)c4c3OC(F)F)ccc21,garenoxacin,1,True,0.6785,426.42,4.467,80.56,2,4,5,5,0,True
Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCC[C@@H]2O,paliperidone,1,False,0.6751,426.49,3.081,84.39,1,6,4,5,0,True
CCCC(=O)N1CCCN(c2nc(N)c3cc(OC)c(OC)cc3n2)CC1,bunazosin,1,False,0.6735,373.46,2.068,93.81,1,7,5,3,0,True
[O-][N+]CNc1ccc(N2CCOCC2)c(Cl)c1,TS-011,1,False,0.6684,255.7,1.648,61.66,1,4,4,2,0,True
CCCCCCCCN=c1ccn(CCCCCCCCCCn2ccc(=NCCCCCCCC)cc2)cc1,octenidine,1,False,0.6649,550.92,9.633,34.58,0,2,25,2,2,False
CN1CCN(c2ccc(OC(F)(F)F)c(Nc3ncc4c(n3)-c3c(c(C(N)=O)nn3CCO)CC4)c2)CC1,NMS-1286937,1,False,0.6627,532.53,1.924,134.66,3,9,7,5,1,True
Cc1cc(C(=O)Nc2cc(Oc3ccc4nc(NC(=O)C5CC5)cn4n3)ccc2C)n(C)n1,TAK-593,1,False,0.662,445.48,3.473,115.44,2,6,6,5,0,True
O=C(NOCC1CC1)c1ccc(F)c(F)c1Nc1ccc(I)cc1Cl,PD-184352,1,False,0.6613,478.66,5.038,50.36,2,3,6,3,1,True
CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3OC)nc2N1C1CCCC1,BI-2536,1,False,0.6569,521.67,3.557,102.93,2,8,7,5,1,True
N[C@@H]1CCCN(c2c(Br)cnc3[nH]cc(NC(=O)C4CC4)c23)C1,GDC-0575,1,False,0.6514,378.27,2.601,87.04,3,4,3,4,0,True
CCN(CC)C[C@H]1CCCCN1CC(=O)N1c2ccccc2C(=O)Nc2cccnc21,otenzepad,1,False,0.6478,421.55,3.508,68.78,1,5,6,4,0,True
COc1ccc2cc1Oc1ccc(cc1)C[C@H]1c3cc(c(OC)cc3CCN1C)Oc1c(OC)c(OC)cc3c1[C@H](C2)N(C)CC3,tetrandrine,1,False,0.6446,622.76,7.162,61.86,0,8,4,8,2,False
CCn1nc(C2CCN(C(=O)CCO)CC2)nc1-c1cnc(N)c(-c2nnc(C(C)(C)C)o2)n1,AZD8835,1,False,0.6445,469.55,1.773,161.97,2,10,6,4,0,True
NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](N)C[C@@H]1O,tobramycin,1,True,0.6435,467.52,-6.296,268.17,10,14,6,3,2,False
Cc1cc(I)ccc1Nc1c(C(=O)NOCC2CC2)cc(F)c(F)c1F,PD-198306,1,False,0.6388,476.24,4.832,50.36,2,3,6,3,0,True
C/C(=C\C(=O)OCCCCCCCCC(=O)O)C[C@@H]1OC[C@H](C[C@@H]2O[C@H]2[C@@H](C)[C@H](C)O)[C@@H](O)[C@H]1O,mupirocin,1,False,0.6384,500.63,2.593,146.05,4,8,16,2,1,True
CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(Cl)cc4)cc23)c1F,vemurafenib,1,False,0.6322,489.93,5.544,91.92,2,4,7,4,1,True
CS(=O)(=O)N1CCc2c(-c3cnc(N)nc3)nc(N3CCOCC3)nc21,CH5132799,1,False,0.6319,377.43,-0.325,127.43,1,9,3,4,0,True
C[C@@H](NCc1cc(Br)cc2[nH]c(=O)c(=O)[nH]c12)P(=O)(O)O,CGP-78608,1,False,0.6306,378.12,0.592,135.28,5,4,4,2,0,True
CC[N+](CC)(CCCNC1=CC(=O)C(NCCC[N+](CC)(CC)Cc2ccccc2)=CC1=O)Cc1ccccc1,benzoquinonium-dibromide,1,False,0.6268,546.8,4.979,58.2,2,4,18,3,1,True
COc1cccc(Nc2ncnn3ccc(CN4CC[C@@H](N)[C@H](O)C4)c23)c1,BMS-690514,1,False,0.6253,368.44,1.375,100.94,3,7,5,4,0,True
C[C@H](NC(=O)Cc1cc(F)cc(F)c1)C(=O)N[C@@H]1C(=O)N(C)c2ccccc2-c2ccccc21,YO-01027,1,False,0.6239,463.48,3.513,78.51,2,3,5,4,0,True
CN1CCC(Nc2nc(Nc3ccc(Oc4ccccc4)cc3)c3c(O)ncc(Br)c3n2)CC1,G-749,1,False,0.6174,521.42,5.535,95.43,3,8,6,5,2,False
CNc1nc(NCc2ncccn2)c2c(-c3ccc4ncccc4c3)c[nH]c2n1,T-025,1,False,0.6167,382.43,3.617,104.3,3,7,5,5,0,True
COC1CCN(c2cccc(-c3cc(NC(C)=O)nc(-n4nc(C)cc4C)n3)n2)CC1,TC-G-1004,1,False,0.6146,421.51,2.915,98.06,1,7,5,4,0,True
COc1c(Nc2ccc(S(C)(=O)=O)nc2C)ncnc1OC1CCN(C(=O)OC(C)C)CC1,APD597,1,False,0.614,479.56,2.724,132.84,1,10,7,3,0,True
CSCC[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)CNC(=O)[C@@H](NC(=O)[C@H](Cc1ccc(OS(=O)(=O)O)cc1)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H]1CCC(=O)N1)[C@@H](C)O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,ceruletide,1,False,0.6134,1352.43,-4.515,551.4,17,19,38,5,3,False
NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](N)[C@@H](O)[C@@H]1O,bekanamycin,1,True,0.6123,483.52,-7.325,288.4,11,15,6,3,2,False
Cc1cc(Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)c(OC(C)C)cc1C1CCNCC1,ceritinib,1,False,0.612,558.15,6.362,105.24,3,8,9,4,2,False
Cc1cc(C)c(-c2ccc(NC(=O)[C@H](Cc3ccc(C(=O)NCCS(=O)(=O)O)cc3)c3ccc(-c4ccc(C(C)(C)C)cc4)cc3)cc2)c(C)c1,LGD-6972,1,False,0.6109,702.92,8.826,112.57,3,4,11,5,2,False
Cc1c[nH]c2ncnc(N3CCC(CN)(C(=O)Nc4cccc(OC(=O)N(C)C)c4)CC3)c12,LX7101,1,False,0.6078,451.53,2.511,129.47,3,7,5,4,0,True
CC[C@@H]1[C@@H](C)O[C@@](O)([C@@H](C)[C@H](O)[C@H](C)[C@H]2OC(=O)/C=C/C=C/[C@H](C)[C@@H]([C@@H](C)[C@@H](O)[C@H](C)[C@@]3(O)C[C@@H](O[C@H]4C[C@H](O)[C@H](O)[C@H](C)O4)[C@H](CC)[C@@H](C)O3)OC(=O)/C=C/C=C/[C@@H]2C)C[C@H]1O[C@H]1C[C@H](O)[C@H](O)[C@H](C)O1,azalomycin-B,1,True,0.6062,1025.28,4.118,269.82,8,18,14,5,3,False
CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O,palbociclib,1,False,0.6056,447.54,2.966,105.04,2,8,5,5,0,True
COc1ccc2cc1Oc1ccc(cc1)C[C@H]1c3c(cc4c(c3Oc3cc5c(cc3OC)CCN(C)[C@@H]5C2)OCO4)CCN1C,cepharanthine,1,False,0.6031,606.72,6.874,61.86,0,8,2,9,2,False
FC(F)(F)c1ccc(CNc2ccc(Cc3c[nH]c4ncc(Cl)cc34)cn2)cn1,pexidartinib,1,False,0.6011,417.82,5.228,66.49,2,4,5,4,1,True
COc1ncc(-c2ccc3c(Nc4cc(Oc5cc(F)cc(F)c5)cc(C(=O)O)c4)c(S(=O)(=O)NC4CC4)cnc3c2)c(OC)n1,GSK2837808A,1,False,0.601,649.63,5.662,161.86,3,10,11,6,2,False
O=C1Nc2ccc(Cl)c3c2[C@@]1(CCCCN1CC=C(c2ccc(Cl)cc2)CC1)CCC3,DR-4485,1,False,0.6007,455.43,6.479,32.34,1,2,6,5,1,True
C#CCCC(=O)[C@@H](C#N)C(=O)Nc1ccc(C(F)(F)F)cc1,manitimus,1,False,0.6005,308.26,2.766,69.96,1,3,5,1,0,True
C[C@@H](Cn1ccc(-c2ccc(C#N)c(Cl)c2)n1)NC(=O)c1cc([C@@H](C)O)n[nH]1,darolutamide,1,False,0.5994,398.85,2.67,119.62,3,5,6,3,0,True
O=C(O)[C@H]1C2CCC(CC2)[C@@H]1Nc1nc(-c2c[nH]c3ncc(F)cc23)ncc1F,pimodivir,1,False,0.5982,399.4,3.599,103.79,3,5,4,6,0,True
