smiles,name,n_models,is_known_antibiotic,best_selectivity,MW,LogP,TPSA,HBD,HBA,RotBonds,Rings,lipinski_violations,lipinski_pass
COP(=S)(OC)Oc1ccc(Sc2ccc(OP(=S)(OC)OC)cc2)cc1,temefos,2,False,0.9978,466.48,5.63,55.38,0,9,10,2,1,True
C[C@@H]1C/C=C/C=C/C=C/C=C/[C@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)C[C@@H]2O[C@](O)(C[C@@H](O)C[C@H]3O[C@@H]3/C=C/C(=O)O1)C[C@H](O)[C@H]2C(=O)O,natamycin,2,False,0.9978,665.73,0.12,230.99,7,13,3,4,3,False
CN[C@H]1C[C@@H](N)[C@H](O)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@@H]3O[C@@]4(O[C@H]23)O[C@H]([C@@H](N)CO)[C@H](O)[C@H](O)[C@H]4O)[C@@H]1O,hygromycin-B,2,False,0.9978,527.52,-7.271,272.06,11,16,6,4,3,False
Nc1ccc(-c2ccc3ncc4ccc(=O)n(-c5cccc(C(F)(F)F)c5)c4c3c2)cn1,torin-2,2,False,0.9977,432.41,5.202,73.8,1,4,2,5,1,True
Clc1cc(Cl)c(OCC#CI)cc1Cl,haloprogin,2,True,0.9976,361.39,4.422,9.23,0,1,2,1,0,True
OC(c1ccc(-c2ccc(CN3CCN(Cc4ccncc4)CC3)cc2)c(F)c1)(C(F)(F)F)C(F)(F)F,SR-2211,2,False,0.9975,527.48,5.518,39.6,1,4,6,4,2,False
CN[C@@H]1[C@@H](O[C@H]2O[C@H](CO)[C@@H](N)[C@H](O)[C@H]2O)O[C@H]2C[C@@H](N)[C@@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](N)C[C@@H]3N)O[C@@H]2[C@@H]1O,apramycin,2,True,0.9974,539.58,-6.949,283.64,11,16,6,4,3,False
CCC1=C[C@@H]2C[N@](C1)Cc1c([nH]c3ccccc13)[C@@](C(=O)OC)(c1cc3c(cc1OC)N(C)[C@H]1[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]4(CC)C=CCN5CC[C@]31[C@@H]54)C2,vinorelbine,2,False,0.9972,778.95,4.754,133.87,2,11,7,9,2,False
Nc1ncnc2c1ncn2[C@H]1O[C@H]2CO[P@@](=O)(O)O[C@@H]2[C@@H]1O,cyclic-AMP,2,False,0.9971,329.21,-0.817,154.84,3,9,1,4,0,True
Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1,gemcitabine,2,False,0.9971,263.2,-1.289,110.6,3,6,2,2,0,True
CN1C(=O)COc2c(C(=O)N[C@H]3CN4CCC3CC4)cc(Cl)cc21,azasetron,2,False,0.9971,349.82,1.519,61.88,1,4,2,5,0,True
NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O,amikacin,2,True,0.9971,585.61,-8.424,331.94,13,17,10,3,3,False
CC[C@]12C=CCN3CC[C@@]4(c5cc([C@@]6(C(=O)OC)C[C@@H]7C[C@@H](C(C)(F)F)C[N@](CCc8c6[nH]c6ccccc86)C7)c(OC)cc5N(C)[C@H]4[C@@](O)(C(=O)OC)[C@@H]1OC(C)=O)[C@@H]32,vinflunine,2,False,0.9967,830.97,5.121,133.87,2,11,7,9,3,False
C=CC(=O)N[C@H]1CCOC[C@H]1Nc1ncc2cc(-c3c(Cl)c(OC)cc(OC)c3Cl)ccc2n1,fisogatinib,2,False,0.9965,503.39,4.492,94.6,2,7,7,4,1,True
CO[C@H]1/C=C/C[C@H](C)[C@@H](C)S(=O)(=O)NC(=O)c2ccc3c(c2)N(C[C@@H]2CC[C@H]21)C[C@@]1(CCCc2cc(Cl)ccc21)CO3,AMG-176,2,False,0.9964,613.22,5.898,84.94,1,6,1,6,2,False
CC[C@]1(O)C[C@@H]2C[N@@](CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,vinblastine,2,False,0.9963,810.99,3.991,154.1,3,12,7,9,2,False
Cc1c2oc3c(C)ccc(C(=O)N[C@@H]4C(=O)N[C@H](C(C)C)C(=O)N5CCC[C@H]5C(=O)N(C)CC(=O)N(C)[C@@H](C(C)C)C(=O)O[C@@H]4C)c3nc-2c(C(=O)N[C@@H]2C(=O)N[C@H](C(C)C)C(=O)N3CCC[C@H]3C(=O)N(C)CC(=O)N(C)[C@@H](C(C)C)C(=O)O[C@@H]2C)c(N)c1=O,dactinomycin,2,False,0.9962,1255.44,0.726,359.98,5,18,8,7,2,False
CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C=C4c5cccc6[nH]c(Br)c(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12,bromocriptine,2,False,0.996,654.61,3.193,118.21,3,6,5,7,1,True
CCC(=O)NC[C@H](Cc1ccc(OCCc2nc(-c3ccccc3)oc2C)cc1)N/C(C)=C\C(=O)c1ccc(C(F)(F)F)cc1,GW-6471,2,False,0.9957,619.68,7.104,93.46,2,6,14,4,2,False
C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)COC(=O)c1ccc(CO[N+](=O)[O-])cc1,NCX-1015,2,False,0.9956,539.58,3.131,153.27,2,9,7,5,1,True
CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,irinotecan,2,True,0.9954,586.69,4.091,114.2,1,8,4,7,1,True
COC(=O)[C@@]12OC[C@]34[C@H]([C@@H](O)[C@@H]1O)[C@@]1(C)CC(=O)C(=O)[C@H](C)[C@@H]1C[C@H]3OC(=O)[C@H](OC(=O)/C=C(\C)C(C)C)[C@@H]24,bruceantin,2,False,0.9952,548.59,0.526,162.73,2,11,4,5,2,False
Cn1c(=O)c2c(ncn2CC(=O)O)n(C)c1=O,acefylline,2,False,0.9951,238.2,-1.482,99.12,1,4,2,2,0,True
CON=C(N)c1ccc(-c2ccc(-c3ccc(C(N)=NOC)cc3)o2)cc1,pafuramidine,2,False,0.995,364.41,3.147,108.36,2,5,6,3,0,True
O=C(O)C[C@](O)(CC(=O)[O][Bi]1[O]C(=O)C[C@@](O)(CC(=O)O)C(=O)[O]1)C(=O)O,bismuth-subcitrate-potassium,2,False,0.9945,590.2,-3.109,231.26,5,11,8,1,2,False
NS(=O)(=O)c1cc2c(cc1Cl)N[C@H]([C@H]1C[C@@H]3C=C[C@H]1C3)NS2(=O)=O,cyclothiazide,2,False,0.9942,389.89,1.23,118.36,3,5,2,4,0,True
CC(=O)N(C[C@@H](O)CO)c1c(I)c(C(=O)NCCO)c(I)c(C(=O)NC[C@@H](O)CO)c1I,ioxilan,2,False,0.9942,791.12,-0.988,179.66,7,8,11,1,2,False
Clc1ccccc1CNC[C@H]1CC[C@H](CNCc2ccccc2Cl)CC1,AY-9944,2,False,0.9939,391.39,5.679,24.06,2,2,8,3,1,True
CC(=O)N(CC(O)CN(C(C)=O)c1c(I)c(C(=O)NC[C@@H](O)CO)c(I)c(C(=O)NC[C@@H](O)CO)c1I)c1c(I)c(C(=O)NC[C@@H](O)CO)c(I)c(C(=O)NC[C@@H](O)CO)c1I,iodixanol,2,False,0.9939,1550.19,-1.587,339.09,13,15,22,2,3,False
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccccc1/C=C/C(=O)OC(C)(C)C,lacidipine,2,False,0.9938,455.55,4.403,90.93,1,7,7,2,0,True
NC[C@H]1O[C@H](O[C@H]2[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)[C@@H](O)[C@H](N)C[C@@H]2N)[C@H](N)[C@@H](O)[C@@H]1O,ribostamycin-sulfate,2,True,0.9938,454.48,-6.652,262.38,10,14,6,3,2,False
Cn1c(=O)c2c(ncn2CC(=O)Nc2ccc(-c3ccccc3)nn2)n(C)c1=O,ETC-159,2,False,0.9936,391.39,0.529,116.7,1,6,4,4,0,True
N=C(N)SCc1ccc(B(O)O)cc1,BC-11,2,False,0.9932,210.07,-0.507,90.33,4,4,3,1,0,True
NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](O)[C@@H](O)[C@@H]1O,kanamycin,2,True,0.9932,484.5,-7.291,282.61,11,15,6,3,2,False
Cn1c(=O)c2c(ncn2C[C@@H](O)CO)n(C)c1=O,dyphylline,2,False,0.9931,254.25,-2.213,102.28,2,5,3,2,0,True
C[N+](C)(C)CCOP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@H](O)[C@@H]1O,citicoline,2,False,0.9931,489.34,-1.598,212.89,5,11,10,2,1,True
NC[C@H]1O[C@H](O[C@H]2[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)[C@@H](O)[C@H](N)C[C@@H]2N)[C@H](N)[C@@H](O)[C@@H]1O,ribostamycin,2,True,0.993,454.48,-6.652,262.38,10,14,6,3,2,False
Cc1cccc(N2C[C@@H](CO)OC2=O)c1,toloxatone,2,False,0.9923,207.23,1.313,49.77,1,3,2,2,0,True
CO[C@@H]1[C@H](O[P@@](=O)(OC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)C[C@@H]2O)SCOC(=O)OC(C)C)[C@@H](CO)O[C@H]1n1ccc(=O)[nH]c1=O,inarigivir-soproxil,2,False,0.9923,703.62,0.274,263.69,4,18,13,5,2,False
Cn1c(C#N)ccc1-c1cc(F)c2c(c1)C(C)(C)C(=O)N2,WAY-255348,2,False,0.9921,283.31,2.933,57.82,1,2,1,3,0,True
COc1ccn2ncc(-c3nc4n[nH]c(NC(=O)c5ccc(F)cc5)c4cc3F)c2c1,CW-008,2,False,0.9921,420.38,3.812,97.2,2,5,4,5,0,True
CC(C)Cn1cnc2c1c(=O)n(C)c(=O)n2C,isbufylline,2,False,0.9912,236.27,0.09,61.82,0,3,2,2,0,True
C[C@H]1CC[C@H](n2c3cnccc3c3cnc(Nc4ccc5c(n4)CCN(C(=O)CO)C5)nc32)CC1,AMG-925,2,False,0.991,471.57,3.746,109.06,2,7,4,6,0,True
Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)CO[P@](=O)(O)O[P@](=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)c2cc1C,flavin-adenine-dinucleotide,2,False,0.9907,785.56,-2.424,362.93,9,19,13,6,3,False
O=c1[nH]c2ccc(Cl)cc2c(N[C@@H]2CN3CCC2CC3)c1-c1nc2ccccc2[nH]1,CHIR-124,2,False,0.9902,419.92,4.231,76.81,3,4,3,7,0,True
Cn1c(=O)c2c(ncn2C)n(C)c1=O,caffeine,2,False,0.99,194.19,-1.029,61.82,0,3,0,2,0,True
CC(C)(O)c1ccccc1-c1ccc2nc(/C=C/c3ccc(C(F)(F)F)cc3)[nH]c2c1,mavatrep,2,False,0.9897,422.45,6.647,48.91,2,2,4,4,1,True
CCc1cc(O)c(Oc2ccc(C(N)=O)cc2F)cc1F,MUT056399,2,False,0.9895,293.27,3.124,72.55,2,3,4,2,0,True
Nc1ccn([C@@H]2CS[C@H](CO)O2)c(=O)n1,lamivudine,2,False,0.9893,229.26,-0.594,90.37,2,6,2,2,0,True
C[C@]12C[C@@H]3C[C@](C)(C1)C[C@@](N)(C3)C2,memantine,2,False,0.989,179.31,2.694,26.02,1,1,0,4,0,True
Nc1ncnc2c1nc(Br)n2[C@@H]1O[C@@H]2CO[P@@](=O)(O)O[C@H]2[C@H]1O,8-bromo-cAMP,2,False,0.9887,408.11,-0.055,154.84,3,9,1,4,0,True
C[C@H](NCc1ccc(OCc2ccccc2F)cc1)C(N)=O,priralfinamide,2,False,0.988,302.35,2.368,64.35,2,3,7,2,0,True
COc1ccc(S(=O)(=O)N[C@@H](CNc2nc(C)nc(N3CCC(c4ccc5c(n4)NCCC5)CC3)c2C)C(=O)O)cc1,GLPG0187,2,False,0.9874,595.73,3.083,158.67,4,10,10,5,1,True
O=C(O[C@@H]1C[C@@H]2C[C@@H]3C[C@H](C1)N2CC3=O)c1c[nH]c2ccccc12,dolasetron,2,False,0.987,324.38,2.519,62.4,1,4,2,6,0,True
C[N+](C)(C)CCCCCNCC12CC3CC(CC(C3)C1)C2,IEM1460,2,False,0.9864,293.52,3.669,12.03,1,1,8,4,0,True
Cc1c(-c2cnccn2)ssc1=S,oltipraz,2,False,0.9861,226.35,3.305,25.78,0,5,1,2,0,True
FC(F)(F)C(F)(F)C(F)(F)N(C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,perfluamine,2,False,0.9849,521.06,6.66,3.24,0,1,6,0,2,False
CC(C)c1ccc(NC(=O)Cn2cnc3c2c(=O)n(C)c(=O)n3C)cc1,HC-030031,2,False,0.9848,355.4,1.196,90.92,1,4,4,3,0,True
CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@H](n3cnnn3)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,zotarolimus,2,False,0.9838,966.23,6.048,218.8,2,15,7,5,3,False
CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12,upadacitinib,2,False,0.9835,380.37,2.908,78.32,2,3,3,4,0,True
CC(C)(C)c1ccc(S(=O)(=O)NCc2ccc(C(=O)Nc3cccnc3)cc2)cc1,STF-31,2,False,0.9828,423.54,4.11,88.16,2,4,6,3,0,True
CCCCC/C=C/CCC(=O)N[C@H]1[C@H](Oc2c3cc4cc2Oc2ccc(cc2Cl)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2NC(C)=O)[C@@H]2NC(=O)[C@H](NC(=O)[C@@H]4NC(=O)[C@H]4NC(=O)[C@@H](Cc5ccc(c(Cl)c5)O3)NC(=O)[C@H](N)c3ccc(O)c(c3)Oc3cc(O)cc4c3)c3ccc(O)c(c3)-c3c(O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O)cc(O)cc3[C@@H](C(=O)O)NC2=O)O[C@H](CO)[C@@H](O)[C@@H]1O,teicoplanin-A2-1,2,True,0.9801,1877.66,0.94,662.41,24,33,19,16,3,False
CCc1nc2c(C)cc(N3CCN(CC(=O)N4CC(O)C4)CC3)cn2c1N(C)c1nc(-c2ccc(F)cc2)c(C#N)s1,ziritaxestat,2,False,0.9789,588.71,3.432,104.24,1,9,7,6,1,True
CN1N=C(N)c2cn([C@@H]3O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]3O)c3ncnc1c23,triciribine-phosphate,2,False,0.9787,400.29,-1.77,188.78,5,10,4,4,0,True
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Br,perflubron,2,False,0.9785,498.96,6.348,0.0,0,0,6,0,1,True
CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](OC(=O)C(C)(CO)CO)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,temsirolimus,2,False,0.978,1030.3,5.722,241.96,4,16,10,4,3,False
CCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,benzalkonium,2,False,0.977,318.57,6.574,0.0,0,0,14,1,1,True
CC[C@@H](C)c1ccc(NC(=O)Cn2cnc3c2c(=O)n(C)c(=O)n3C)cc1,TCS-5861528,2,False,0.976,369.43,1.586,90.92,1,4,5,3,0,True
Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H]1Cl,lindane,2,False,0.9752,290.83,3.644,0.0,0,0,0,1,0,True
CC(C)[C@@H](N)C(=O)O,L-valine,2,False,0.9743,117.15,0.054,63.32,2,2,2,0,0,True
NS(=O)(=O)c1cc2c(cc1Cl)N[C@H](C(Cl)Cl)NS2(=O)=O,trichlormethiazide,2,False,0.9733,380.66,0.821,118.36,3,5,2,2,0,True
O=C1c2ccccc2-n2c1nc1ccccc1c2=O,tryptanthrin,2,False,0.9723,248.24,1.93,51.96,0,3,0,4,0,True
CN(C)C(=S)SSC(=S)N(C)C,thiram,2,False,0.9713,240.44,2.061,6.48,0,4,0,0,0,True
O=C(Nc1cnn2ccc(N3CCC[C@@H]3c3cc(F)ccc3F)nc12)N1CC[C@H](O)C1,larotrectinib,2,False,0.9685,428.44,2.948,86.0,2,5,3,5,0,True
NC(=O)[C@@H]1CC[C@@H]2CN1C(=O)N2OS(=O)(=O)O,avibactam,2,False,0.9681,265.25,-1.525,130.24,2,5,3,2,0,True
Cn1c(=O)c2c(ncn2CCO)n(C)c1=O,etofylline,2,False,0.9679,224.22,-1.574,82.05,1,4,2,2,0,True
CC(C)(NS(=O)(=O)c1ccc(Oc2ccc(F)cc2)cc1)C(=O)NO,CP-471474,2,False,0.9676,368.39,2.18,104.73,3,5,6,2,0,True
CCCCCCCCCCCCCCCC[N+](C)(C)C,cetrimonium,2,False,0.966,284.55,6.174,0.0,0,0,15,0,1,True
CCCCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,benzyldimethylhexadecylammonium,2,False,0.9612,360.65,7.744,0.0,0,0,17,1,1,True
CCCCCCCCCCCC(=O)N(CCO)CCO,lauric-diethanolamide,2,False,0.9587,287.44,2.721,60.77,2,3,14,0,0,True
CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,linagliptin,2,False,0.9585,472.55,1.147,116.86,1,7,4,5,0,True
O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1ccc(-c3ccc(OC(F)(F)F)cc3)nc1)C2,TBA-354,2,False,0.9567,436.35,3.73,101.54,0,7,6,4,0,True
O=C(Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1cnc(Cl)nc1C(F)(F)F,SP-100030,2,False,0.9523,437.65,5.439,54.88,1,3,2,2,1,True
NS(=O)(=O)c1cc(Cl)c(Cl)c(S(N)(=O)=O)c1,diclofenamide,2,False,0.9497,305.16,0.288,120.32,2,4,2,1,0,True
N[C@@H]1CCN(O)C1=O,HA-966-(R)-(+),2,False,0.9496,116.12,-1.065,66.56,2,3,0,1,0,True
COc1cc(NC(=O)CCN2CCC(OC(=O)Nc3ccccc3-c3ccccc3)CC2)c(Cl)cc1CNC[C@H](O)c1ccc(O)c2nc(O)ccc12,batefenterol,2,False,0.9462,740.26,6.84,165.51,6,10,13,6,3,False
O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(OC(F)(F)[C@@H](F)C(F)(F)F)cc1Cl,lufenuron,2,False,0.9452,511.15,6.106,67.43,2,3,5,2,2,False
CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)N1Cc3ccccc3NC1=O)C2,DAU-5884,2,False,0.9437,315.37,2.796,61.88,1,4,1,4,0,True
O=C1[O][Pt]2([NH][C@@H]3CCCC[C@H]3[NH]2)[O]C1=O,oxaliplatin,2,False,0.9418,395.27,-0.596,76.66,2,6,0,3,0,True
COc1nc2ccc(Br)cc2cc1[C@@H](c1ccccc1)[C@@](O)(CCN(C)C)c1cccc2ccccc12,bedaquiline,2,False,0.9402,555.52,7.131,45.59,1,4,8,5,2,False
COc1ccc(-c2cc3c(C)nc(N)nc3n([C@H]3CC[C@H](OCCO)CC3)c2=O)cn1,PF-04691502,2,False,0.9393,425.49,2.245,125.38,2,8,6,4,0,True
N[C@@H](CN(O)[N+][O-])C(=O)O,alanosine,2,False,0.9366,149.11,-1.893,123.95,3,5,4,0,0,True
C/C1=C2/[N]([Co+][OH])[C@H]([C@H](CC(N)=O)[C@@]2(C)CCC(=O)NC[C@@H](C)OP(=O)(O)O[C@H]2[C@@H](O)[C@@H](n3cnc4cc(C)c(C)cc43)O[C@@H]2CO)[C@]2(C)N=C(/C(C)=C3\N=C(/C=C4/N=C1[C@@H](CCC(N)=O)C4(C)C)[C@@H](CCC(N)=O)[C@]3(C)CC(N)=O)[C@@H](CCC(N)=O)[C@]2(C)CC(N)=O,hydroxocobalamin,2,False,0.9349,1347.38,2.78,471.46,11,19,27,8,3,False
CCCCCCCCCC(=O)N[C@H]1[C@H](Oc2c3cc4cc2Oc2ccc(cc2Cl)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2NC(C)=O)[C@@H]2NC(=O)[C@H](NC(=O)[C@@H]4NC(=O)[C@H]4NC(=O)[C@@H](Cc5ccc(c(Cl)c5)O3)NC(=O)[C@@H](N)c3ccc(O)c(c3)Oc3cc(O)cc4c3)c3ccc(O)c(c3)-c3c(O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O)cc(O)cc3[C@H](C(=O)O)NC2=O)O[C@H](CO)[C@@H](O)[C@@H]1O,teicoplanin,2,True,0.9348,1879.68,1.164,662.41,24,33,20,16,3,False
O=C(O)c1ccccc1NC(=O)C12CC3CC(CC(C3)C1)C2,2-(1-adamantylamino)benzoic-acid,2,False,0.9279,299.37,3.54,66.4,2,2,3,5,0,True
O=P(O)(O)OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,fosfluconazole,2,True,0.927,386.26,0.853,128.18,2,6,7,3,0,True
Nc1nc(Cl)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,2-chloroadenosine,2,False,0.927,301.69,-1.327,139.54,4,8,2,3,0,True
O=c1cccc2n1C[C@H]1C[C@@H]2CN(CCN2C[C@@H]3C[C@H](C2)c2cccc(=O)n2C3)C1,CC4,2,False,0.9263,406.53,1.548,50.48,0,4,3,6,0,True
COP(=O)(OC)O[C@@H](c1ccc(Cl)cc1)P(=O)(OC)OC,mifobate,2,False,0.9225,358.65,4.242,80.29,0,7,8,1,0,True
COc1nc(N)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,nelarabine,2,False,0.9184,297.27,-1.971,148.77,4,9,3,3,0,True
Cn1nnc(-c2ccc(-c3ccc(N4C[C@H](COP(=O)(O)O)OC4=O)cc3F)cn2)n1,tedizolid-phosphate,2,False,0.9157,450.32,1.513,152.79,2,8,6,4,0,True
CCn1ncc2c(NC3CCOCC3)c(-c3nnc(Cc4sc(C)nc4C)o3)cnc21,GSK356278,2,False,0.9148,439.55,3.756,103.78,1,9,6,5,0,True
C[C@@H]1CCC[C@H](C)N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,clopamide,2,False,0.9116,345.85,1.895,92.5,2,4,3,2,0,True
O=C(O)c1ccc(-c2ccc3cc(O)c(C45CC6CC(CC(C6)C4)C5)cc3c2)cc1,CD-1530,2,False,0.9115,398.5,6.378,57.53,2,2,3,7,1,True
O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1ccc(OC(F)(F)F)cc1)C2,pretomanid,2,False,0.9113,359.26,2.668,88.65,0,6,5,3,0,True
CN1C[C@@H]2C[C@H]1CN2c1cc2c(cc1F)c(=O)c(C(=O)O)cn2C1CC1,danofloxacin,2,True,0.9071,357.39,2.066,65.78,1,4,3,5,0,True
O[C@@](Cc1ncc(CC2(C(F)(F)F)CC2)[nH]1)(c1ccc(-n2cccn2)cc1)C(F)(F)F,MK-5046,2,False,0.9029,444.38,4.473,66.73,2,3,6,4,0,True
CC[C@@H](C)CCCCC(=O)N[C@@H](CCN)C(=O)N[C@H](C(=O)N[C@@H](CCN)C(=O)N[C@H]1CCNC(=O)[C@H]([C@@H](C)O)NC(=O)[C@@H](CCN)NC(=O)[C@@H](CCN)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H](CCN)NC1=O)[C@@H](C)O,polymyxin-B-sulfate,2,False,0.8992,1203.5,-5.245,490.66,18,18,29,2,3,False
COc1ccc(-c2nc(N3CCOCC3)c3sc(CN(C)c4ncc(C(=O)NO)cn4)cc3n2)cn1,CUDC-907,2,False,0.8965,508.56,2.144,138.72,2,12,7,5,2,False
C#C[C@@]1(O)[C@@H](CO)O[C@@H](n2ccc(N)nc2=O)[C@@H]1O,ethynylcytidine,2,False,0.8934,267.24,-2.56,130.83,4,7,2,2,0,True
CCCn1c(=O)c2[nH]c(C34C[C@@H]5C[C@@H](C[C@H]3C5)C4)nc2n(CCC)c1=O,KW-3902,2,False,0.8917,356.47,2.784,72.68,1,3,5,6,0,True
Cn1nnc(-c2ccc(-c3ccc(N4C[C@H](CO)OC4=O)cc3F)cn2)n1,tedizolid,2,True,0.8869,370.34,1.396,106.26,1,7,4,4,0,True
CCN[C@H]1C[C@H](C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,dorzolamide,2,False,0.8833,324.45,0.612,106.33,2,6,3,2,0,True
O=C(O)c1ccc2cc(-c3ccc(O)c(C45CC6CC(CC(C6)C4)C5)c3)ccc2c1,CD-437,2,False,0.8801,398.5,6.378,57.53,2,2,3,7,1,True
FC(F)(F)c1cc(NC(=S)Nc2ccc(Br)cc2-c2nn[nH]n2)cc(C(F)(F)F)c1,NS-11021,2,False,0.8728,511.25,5.476,78.52,3,4,3,3,2,False
Nc1nc(=O)c2nc(Br)n([C@@H]3O[C@@H]4CO[P@@](=O)(O)O[C@H]4[C@H]3O)c2[nH]1,8-bromo-cGMP,2,False,0.8715,424.1,-0.762,174.81,4,9,1,4,0,True
CCCCCCCCCC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](CC(N)=O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H]1C(=O)NCC(=O)N[C@@H](CCCN)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](C)C(=O)N[C@@H](CC(=O)O)C(=O)NCC(=O)N[C@H](CO)C(=O)N[C@@H]([C@H](C)CC(=O)O)C(=O)N[C@@H](CC(=O)c2ccccc2N)C(=O)O[C@@H]1C,daptomycin,2,True,0.871,1620.69,-5.622,702.02,22,24,35,4,3,False
C1CCN2C[C@H]3C[C@H](CN4CCCC[C@@H]34)[C@H]2C1,sparteine-(+),2,False,0.8554,234.39,2.345,6.48,0,2,0,4,0,True
N=C(Nc1ccc(I)cc1)NC1C2CC3CC(C2)CC1C3,IPAG,2,False,0.8521,395.29,4.052,47.91,3,1,2,5,0,True
NS(=O)(=O)c1cc2c(cc1Cl)N[C@@H](CC1CCCC1)NS2(=O)=O,cyclopenthiazide,2,False,0.8483,379.89,1.598,118.36,3,5,3,3,0,True
CNc1ccc(-c2nc(N3CCOCC3)c3sc(CN(C)c4ncc(C(=O)NO)cn4)cc3n2)cn1,BEBT-908,2,False,0.8408,507.58,2.177,141.52,3,12,7,5,2,False
Brc1ccc(NC2C3CC4CC(C3)CC2C4)cc1,bromantan,2,False,0.8229,306.25,4.686,12.03,1,1,2,5,0,True
