smiles,name,moa,clinical_phase,rf_p_path,rf_p_gut,rf_S,rf_rank,dmpnn_p_path,dmpnn_p_gut,dmpnn_S,dmpnn_rank,chemeleon_frozen_p_path,chemeleon_frozen_p_gut,chemeleon_frozen_S,chemeleon_frozen_rank,molformer_p_path,molformer_p_gut,molformer_S,molformer_rank,dmpnn_rdkit_p_path,dmpnn_rdkit_p_gut,dmpnn_rdkit_S,dmpnn_rdkit_rank,MW,LogP,TPSA,n_rings,n_aromatic_rings,n_rotatable,n_HBA,n_HBD,formal_charge,n_heavy_atoms,fraction_sp3,n_heteroatoms,has_phosphate,has_sulfate
CC[C@@H](C)c1ccc(NC(=O)Cn2cnc3c2c(=O)n(C)c(=O)n3C)cc1,TCS-5861528,transient receptor potential channel antagonist,Preclinical,0.4889485194744274,0.1135222438784415,0.4334419864026485,55,0.384412,0.023082,0.375539,669,0.023811,0.056749,0.02246,5379,0.109636396,0.023449436,0.1070654843487273,1379,0.1008954153999999,0.1382088939,0.0869507716379849,3912,369.42500000000007,1.5858999999999994,90.92000000000002,3,3,5,4,1,0,27,0.3684210526315789,8,0,0
C[C@@H](N)C(=O)O,alanine,,Launched,0.4451192006147109,0.0264699242607068,0.4333369290874532,56,0.765209,0.0058,0.760771,310,0.147749,0.0,0.147748,2108,0.87752676,0.0003328796,0.8772346492431419,116,0.1867018239999999,0.009447817692,0.1849378992040841,1842,89.09399999999998,-0.5817999999999999,63.32000000000001,0,0,1,2,2,0,6,0.6666666666666666,3,0,0
C[C@H](N)C(=O)O,L-alanine,,Launched,0.4451192006147109,0.0264699242607068,0.4333369290874532,57,0.528176,0.006189,0.524908,527,0.55349,0.0,0.55349,198,0.8184347,0.00034758117,0.8181502275094054,165,0.1863625899999999,0.009448547046,0.1846017343007705,1848,89.09399999999998,-0.5817999999999999,63.32000000000001,0,0,1,2,2,0,6,0.6666666666666666,3,0,0
CCc1cc(O)c(Oc2ccc(C(N)=O)cc2F)cc1F,MUT056399,FABI inhibitor,Phase 1,0.6262665889455058,0.3082020206699306,0.433249960754436,58,0.829945,0.553484,0.370584,676,0.189803,0.555618,0.084345,3240,0.9590785,0.056404978,0.904981698307227,85,0.2050027972,0.454446434,0.1118400070524348,3298,293.26899999999995,3.1240000000000006,72.55000000000001,2,2,4,3,2,0,21,0.13333333333333333,6,0,0
O=c1ccn([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4ccc(=O)[nH]c4=O)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1,diquafosol,purinergic receptor activator,Phase 3,0.559710798769823,0.2273842552553863,0.4324413756331494,59,0.999847,0.006131,0.993717,22,0.101047,0.00184,0.100861,2882,0.45030788,0.011421122,0.4451648587649586,547,0.3878746139999999,0.035080054206,0.3742679515157486,255,790.3070000000004,-4.190199999999995,404.45000000000005,4,2,14,19,10,0,49,0.5555555555555556,31,1,0
O=c1ccn([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)[nH]1,uridine-5'-triphosphate,purinergic receptor activator,Launched,0.5710744728160684,0.24316813401069,0.4322073588802465,60,0.999662,0.001059,0.998603,8,0.05124,0.000624,0.051208,4159,0.081295446,0.016980518,0.0799150072158789,1590,0.260571218,0.0134039494439999,0.2570785345673664,954,484.1400000000001,-2.500900000000001,264.36999999999995,2,1,8,11,7,0,29,0.5555555555555556,20,1,0
O=c1ccn([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@H](O)[C@H]2O)c(=O)[nH]1,INS316,purinergic receptor antagonist,Phase 2,0.5710744728160684,0.24316813401069,0.4322073588802465,61,0.999179,0.001068,0.998112,10,0.069625,0.000708,0.069576,3620,0.11029625,0.020088147,0.1080806027164512,1375,0.2603449954,0.01340459913,0.2568551751011613,956,484.1400000000001,-2.500900000000001,264.36999999999995,2,1,8,11,7,0,29,0.5555555555555556,20,1,0
C=C[C@]1(C)C[C@@H](OC(=O)CS[C@@H]2C[C@H]3CC[C@@H](C2)N3C)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O,retapamulin,protein synthesis inhibitor,Launched,0.5632287720374192,0.2350508770300504,0.4308413552014654,62,0.854888,0.04474,0.81664,257,0.689582,0.010074,0.682635,87,0.897113,0.012127074,0.8862336442626381,104,0.401964306,0.1256237899999999,0.3514680264355602,335,517.7760000000004,5.251300000000007,66.84,5,0,5,6,1,0,36,0.8666666666666667,6,0,0
CCCCCCCCCCCCCCCC[n+]1ccn(Cc2ccccc2)c1C,NH125,eukaryotic translation elongation factor 2 inhibitor,Preclinical,0.6015301288880077,0.2861493253390595,0.4294026883355868,63,0.827347,0.88917,0.091695,1322,0.506838,0.512072,0.2473,1082,0.9191799,0.31275,0.6317063862750001,340,0.365021966,0.4077053539999999,0.216200556134194,1399,397.67100000000005,7.613620000000008,8.809999999999999,2,2,17,0,0,1,29,0.6666666666666666,2,0,0
CCn1cc(C(=O)O)c(=O)c2cnc(N3CCNCC3)nc21,pipemidic-acid,topoisomerase inhibitor,Launched,0.7289174991866431,0.4110294190244009,0.429310962979238,64,0.918837,0.118334,0.810107,263,0.620732,0.220339,0.483961,288,0.6717085,0.052364856,0.636534581123524,333,0.55406382,0.2138990014,0.4355501221901307,137,303.32200000000006,-0.08079999999999998,100.35,3,2,3,6,2,0,22,0.42857142857142855,8,0,0
CSCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCCN)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)CCCNC(=N)N)C(N)=O,substance-P,neurokinin receptor antagonist,Phase 1,0.7067833881506614,0.3951250357902118,0.4275155766117041,65,0.267499,0.373487,0.167591,1017,0.49734,0.115815,0.43974,383,0.057710994,0.022143997,0.0564330419219969,1807,0.3854189099999999,0.587833722,0.1588566776055169,2292,1347.6570000000004,-3.50133000000001,516.6299999999999,4,2,42,17,16,0,95,0.5873015873015873,32,0,0
C[C@@H](O)[C@H](N)C(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCNC(=N)N)C(=O)O,tuftsin,macrophage activator,Preclinical,0.6318330662465084,0.3255090436829709,0.4261656890853282,66,0.000189,0.027385,0.000184,5207,0.50538,0.03471,0.487838,277,0.0029325804,0.019065902,0.0028766681094864,4193,0.1765269566,0.3829090324,0.1089331904557772,3351,500.60100000000034,-2.8680299999999965,249.98,1,0,15,8,9,0,35,0.7619047619047619,14,0,0
N=C(N)SCc1ccc(B(O)O)cc1,BC-11,urokinase inhibitor,Preclinical,0.4843341711680459,0.1222907945931356,0.4251045605272978,67,0.999789,0.010176,0.989615,32,0.976371,0.01853,0.958279,8,0.9107053,0.00093695964,0.909852005889966,78,0.326538928,0.0997724394,0.293959342594379,644,210.067,-0.50693,90.33000000000001,1,1,3,4,4,0,14,0.125,6,0,0
NCCCC[C@H](NC(=O)[C@@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](N)CCCCN)C(c1ccccc1)c1ccccc1)C(N)=O,LTX-315,anticancer agent,Phase 2,0.6255541293852191,0.3241239611506692,0.4227970470547236,68,0.591635,0.998678,0.000782,4324,0.550536,0.293218,0.389109,507,0.3714509,0.015307749,0.3657648228569758,645,0.454763812,0.1699329646,0.3774844492340429,242,1439.8230000000008,3.326499999999985,479.3799999999998,8,8,46,15,18,0,105,0.4230769230769231,27,0,0
CC(C)C[C@H](NC(=O)[C@H](CO)NC(=O)CNC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CO)NC(=O)[C@@H](N)CSSC[C@H](N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)O)C(=O)O,delcasertib,PKC inhibitor,Phase 1,0.6041853860274956,0.3007366398148111,0.4224847032083721,69,0.531437,0.995284,0.002506,3512,0.578568,0.060762,0.543413,205,0.44908598,0.07959815,0.413339566801063,583,0.699133256,0.6019805584,0.2782686281571098,773,2880.3269999999984,-16.31308000000007,1385.809999999999,3,3,102,43,53,0,201,0.5833333333333334,81,0,0
C[C@@]1(F)[C@H](O)[C@@H](CO)O[C@H]1n1ccc(N)nc1=O,PSI-6130,RNA polymerase inhibitor,Phase 1,0.4926263326699076,0.1441472623137688,0.4216155954718684,70,0.989372,0.016578,0.97297,81,0.343933,0.045576,0.328258,686,0.11007113,0.017505415,0.108144289189831,1374,0.2671891779999999,0.1153690132,0.2363638261964208,1168,259.237,-1.1957000000000004,110.6,2,1,2,6,3,0,18,0.6,8,0,0
CCCCCCCCCCCCCCCC[N+](C)(C)C,cetrimonium,,Launched,0.486581142403738,0.1392518470843234,0.4188238195676173,71,0.002203,0.23161,0.001693,3785,0.147005,0.10159,0.132071,2345,0.004962097,0.0065223724,0.004929732355481,3757,0.239280374,0.0559037692199999,0.2259036991930287,1288,284.55199999999996,6.173900000000007,0.0,0,0,15,0,0,1,20,1.0,1,0,0
CC(C)C[C@@H](NC(=O)[C@@H](Cc1ccccc1)NC(=O)CNC(=O)[C@H](C)NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)N[C@H](CCCNC(=N)N)C(=O)O,dalargin,opioid receptor agonist,Phase 2,0.5546632569072085,0.2452617568310797,0.418625572068498,72,0.103273,0.080131,0.094998,1308,0.323539,0.039311,0.310821,771,0.0076489137,0.01630446,0.0075242022925348,3395,0.30821705,0.554513512,0.1373065311462204,2684,725.848,-1.0260299999999907,290.95000000000005,2,2,21,9,11,0,52,0.45714285714285713,17,0,0
CC(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(N)=O,ALX-40-4C,CC chemokine receptor antagonist,Preclinical,0.514221132217684,0.1887384243933756,0.4171678459331406,73,0.282076,0.843742,0.044077,1713,0.816807,0.068082,0.761197,47,0.30679968,0.9063725,0.0287248870391999,2309,0.586769938,0.4727433159999999,0.3093783717807656,551,1464.7690000000007,-11.775769999999877,862.0899999999998,0,0,54,19,37,0,103,0.6607142857142857,47,0,0
CC(C)C[C@H](NC(=O)CN(C)C(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCCN)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)CCCNC(=N)N)C(=O)N[C@@H](CCS(C)(=O)=O)C(N)=O,"[sar9,met(o2)11]-substance-p",tachykinin antagonist,Preclinical,0.6533544288704277,0.3629579019523167,0.4162142761363631,74,0.400768,0.095572,0.362466,683,0.439772,0.134883,0.380454,535,0.09801211,0.019203719,0.0961299129809629,1459,0.4336442119999999,0.588826836,0.1783028626983267,1931,1393.6819999999998,-4.477529999999998,541.9799999999999,4,2,42,18,15,0,98,0.59375,34,0,0
CN[C@@H]1[C@@H](O[C@H]2O[C@H](CO)[C@@H](N)[C@H](O)[C@H]2O)O[C@H]2C[C@@H](N)[C@@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](N)C[C@@H]3N)O[C@@H]2[C@@H]1O,apramycin,bacterial 30S ribosomal subunit inhibitor,Launched,0.5492219180735527,0.2440157767974635,0.4152031051006418,75,0.376495,0.075765,0.34797,702,0.156505,0.001325,0.156297,1991,0.5762476,0.035619143,0.5557221543321932,423,0.364571828,0.3637181912,0.2319704221573624,1223,539.5830000000003,-6.949300000000007,283.64000000000004,4,0,6,16,11,0,37,1.0,16,0,0
CN(C)c1cc2c(cc1Sc1nc3c(N)nccc3n1CCNCC(C)(C)C)OCO2,Debio-0932,HSP inhibitor,Phase 1,0.5249727790449017,0.2133423572439357,0.4129738488745625,76,0.619308,0.024678,0.604025,451,0.276309,0.044633,0.263977,981,0.8550267,0.14829198,0.728233097704134,251,0.391770094,0.366804288,0.2480671436106369,1033,442.5890000000003,3.595100000000002,90.46000000000001,4,3,7,8,2,0,31,0.45454545454545453,9,0,0
NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c1N,acadesine,AMPK activator,Phase 3,0.4688006274571176,0.1219315493941096,0.4116390405943405,77,0.006677,0.007088,0.00663,2850,0.580143,0.033358,0.560791,189,0.4093354,0.004265732,0.4075892848854872,593,0.263620878,0.0659398564,0.2462377551606381,1053,258.23400000000004,-2.8242999999999996,156.85000000000002,2,1,3,7,5,0,18,0.5555555555555556,9,0,0
Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@@H]1O,fludarabine-phosphate,ribonucleotide reductase inhibitor,Launched,0.4667126893708069,0.1197600903786865,0.4108191355108792,78,0.999774,0.002214,0.997561,14,0.617482,0.001166,0.616762,127,0.72823316,0.006592416,0.7234323440642855,256,0.3263856442,0.015971562532,0.3211727554741126,485,365.21400000000006,-1.7239000000000007,186.07,3,2,4,9,5,0,24,0.5,14,1,0
O=C1Nc2ccccc2/C1=C1Nc2ccccc2C/1=N\O,indirubin-3-monoxime,CDK inhibitor|glycogen synthase kinase inhibitor,Preclinical,0.4819093421405243,0.1478937249363658,0.4106379744497285,79,0.99685,0.007888,0.988987,35,0.651672,0.036546,0.627856,121,0.5664877,0.013663773,0.5587473406599079,417,0.26884388,0.276555836,0.1944935360131163,1706,277.28299999999996,2.6538000000000004,73.72,4,2,0,4,3,0,21,0.0,5,0,0
CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H](NC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@@H](N)CC(=O)O)C(C)C)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N1CCC[C@@H]1C(=O)N[C@H](Cc1ccccc1)C(=O)O,delivert,angiotensin receptor agonist,Launched,0.609032702105851,0.32792437418949,0.4093160344068557,80,0.20564,0.577111,0.086963,1351,0.409357,0.14604,0.349575,627,0.00995765,0.015755681,0.0098007604430903,3186,0.336567498,0.681996414,0.1070296712950478,3403,1046.1969999999997,-1.1050300000000128,406.34,4,3,29,13,14,0,75,0.5,25,0,0
NC[C@@H]1O[C@H](O[C@H]2[C@@H](O)[C@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CN)[C@@H](O)[C@H](O)[C@H]3N)O[C@@H]2CO)[C@H](N)[C@@H](O)[C@@H]1O,neomycin,bacterial 30S ribosomal subunit inhibitor,Launched,0.5089655779196764,0.1978308737795286,0.408276472916124,81,0.622935,0.112523,0.55284,498,0.283363,0.001146,0.283038,888,0.18158494,0.02748627,0.1765938473112261,1077,0.339750866,0.3335899969999999,0.2264133756303125,1283,614.6500000000003,-8.895300000000017,353.11,4,0,9,19,13,0,42,1.0,19,0,0
Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,fludarabine,ribonucleotide reductase inhibitor,Launched,0.4566358958514696,0.1103544564598441,0.4062440897647266,82,0.97032,0.006974,0.963553,96,0.786628,0.006277,0.78169,43,0.81031895,0.014830827,0.7983012498377283,185,0.39218447,0.2324785549999999,0.3010099911209591,596,285.235,-1.8409000000000002,139.54000000000002,3,2,2,8,4,0,20,0.5,10,0,0
CC(C)C[C@H](N)C(=O)O,L-leucine,,Phase 3,0.4261049986971795,0.0478987196784787,0.4056951148109847,83,0.404347,0.004613,0.402482,637,0.320267,0.000109,0.320232,718,0.83679515,0.00029659632,0.8365469596379161,151,0.180732114,0.006853350774,0.1794934934266314,1918,131.175,0.44439999999999996,63.32000000000001,0,0,3,2,2,0,9,0.8333333333333334,3,0,0
CC[C@H](C)[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(=O)O)NC(=O)CNC(=O)[C@H](CC(N)=O)NC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](N)Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CC(C)C)C(=O)O,bivalirudin,thrombin inhibitor,Launched,0.604998410760799,0.3295432981637346,0.4056252390948674,84,0.155723,0.093521,0.14116,1099,0.365978,0.053911,0.346248,640,0.07580765,0.049831904,0.0720300104627344,1652,0.5250121160000001,0.6845357919999999,0.1656225313643441,2160,2180.317,-8.116429999999925,901.5700000000002,6,3,66,29,28,0,155,0.5408163265306123,57,0,0
CC(C)C[C@H](NC(=O)[C@@H](NC(=O)CNC(=O)CN)C(C)C)C(=O)N[C@H](C(=O)N[C@@H](CCC(N)=O)C(=O)N1CCC[C@H]1C(=O)NCC(=O)O)C(C)C,larazotide-acetate,tight junction regulator,Phase 2,0.5351531960434758,0.2487280631167679,0.4020455781208341,85,0.003118,0.00784,0.003093,3357,0.331609,0.057166,0.312653,759,0.004868267,0.012860333,0.004805659465247,3775,0.202602928,0.5847204884,0.0841368449885699,3995,725.845,-3.1841000000000017,301.32,1,0,21,10,9,0,51,0.71875,19,0,0
CC(C)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](CCC(=O)O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@@H](CCCCN)NC(=O)[C@@H](CCCCN)NC(=O)[C@@H](CCC(=O)O)NC(=O)[C@H](N)[C@@H](C)O)[C@@H](C)O)C(=O)N[C@H](CCC(=O)O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCC(=O)O)C(=O)O,gepon,,Phase 1,0.5977064855977198,0.3301963822337083,0.4003459664157285,86,0.066757,0.329249,0.044777,1706,0.457438,0.032015,0.442793,375,0.4730858,0.008831688,0.4689076538171696,524,0.64495627,0.447801707,0.3561437513536471,314,1818.0250000000008,-10.380889999999903,932.3400000000001,0,0,69,28,34,0,127,0.7027027027027027,53,0,0
COc1cc2nc(N3CCN(C(=O)[C@H]4CCCO4)CC3)nc(N)c2cc1OC,terazosin,adrenergic receptor antagonist,Launched,0.4390140892402299,0.0902803299532138,0.3993797524095123,87,0.021831,0.006153,0.021696,2133,0.109618,0.049608,0.10418,2824,0.063200876,0.08438804,0.0578674779480769,1793,0.4209753340000001,0.10608827464,0.3763147871499423,249,387.44000000000017,1.0567999999999995,103.04,4,2,4,8,1,0,28,0.5263157894736842,9,0,0
CC[C@H](C)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@H]5CO[C@](Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,itraconazole,cytochrome P450 inhibitor,Launched,0.5853077088821957,0.3194146076547987,0.3983518766922601,88,0.915456,0.304464,0.636732,410,0.130379,0.305177,0.09059,3095,0.97018754,0.009706208,0.9607706979377516,22,0.426927406,0.3126038386,0.2934682600808593,645,705.6470000000002,5.5773000000000055,104.70000000000002,7,5,11,9,0,0,49,0.37142857142857144,14,0,0
Nc1nc(=S)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2[nH]1,tioguanine,purine antagonist,Launched,0.4357554091845856,0.0878015955096009,0.39749538900624,89,0.114415,0.008036,0.113496,1213,0.698766,0.00725,0.6937,73,0.967344,0.0024419809,0.9649817644282704,20,0.261364013,0.0995258739999999,0.2353515311740276,1182,299.312,-1.3174100000000009,142.44,3,2,2,8,5,0,20,0.5,10,0,0
CCCC[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(C)=O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@H](Cc1ccccc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)N[C@H](C(N)=O)C(C)C,afamelanotide,melanocyte-stimulating hormone mimetic,Launched,0.60082651134444,0.3481540237410972,0.3916463438495472,90,0.200106,0.793764,0.041269,1751,0.584667,0.160468,0.490847,276,0.5888801,0.018970849,0.577708544543795,388,0.41536216,0.5837340568,0.1729011213019893,2031,1646.8740000000005,-4.099729999999994,642.9799999999999,6,5,50,21,23,0,118,0.5,40,0,0
OC[C@H]1O[C@@H](n2cnc3c(N[C@H]4CCC[C@@H]4O)ncnc32)[C@H](O)[C@@H]1O,GR-79236,adenosine receptor agonist,Phase 1,0.4439020587505983,0.1233181317560899,0.3891608861827924,91,0.753986,0.00371,0.751189,317,0.587579,0.007501,0.583172,170,0.5823844,0.0050814156,0.5794250628246435,386,0.19653937,0.160926229,0.1649110303358642,2172,351.36300000000006,-1.2368999999999997,145.78,4,2,4,9,5,0,25,0.6666666666666666,10,0,0
CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCSC)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CO)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)CNC(=O)[C@@H](N)Cc1c[nH]cn1)[C@@H](C)O)[C@@H](C)O)C(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(N)=O)C(=O)NCC(=O)NCC(=O)N1CCC[C@H]1C(=O)N[C@@H](CO)C(=O)N[C@@H](CO)C(=O)NCC(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N[C@@H](CO)C(N)=O,exenatide,GLP receptor agonist,Launched,0.7016537814457874,0.445887195986857,0.3887953442833501,92,0.230596,0.99846,0.000355,4846,0.546437,0.093551,0.495318,273,0.58372635,0.011457281,0.5770384331809456,390,0.6323877619999999,0.44353692236,0.3519004403043917,331,4186.636999999986,-20.60433000000032,1749.7499999999989,9,5,134,60,58,0,295,0.6141304347826086,111,0,0
NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1,nadide,free radical scavenger,Launched,0.4556133893426931,0.147923870546855,0.3882172933181507,93,0.999728,0.001679,0.99805,11,0.390596,0.003362,0.389283,505,0.8324727,0.0039904774,0.829150736504533,156,0.418973152,0.0655134505199999,0.3915247751372396,214,664.4380000000004,-3.0158999999999967,318.26000000000005,5,3,11,16,8,1,44,0.47619047619047616,23,1,0
CC(C)[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](N)CCCNC(=N)N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O,thymopentin,immune response stimulator,Launched,0.5778338305208729,0.3286367197422182,0.3879364159024124,94,0.023385,0.142925,0.020043,2169,0.501844,0.035205,0.484177,287,0.0061679636,0.05978332,0.0057992222583528,3641,0.2962585919999999,0.5779219419999999,0.1250442511771743,2967,679.7760000000003,-2.1912300000000053,325.17,1,1,22,10,12,0,48,0.5666666666666667,18,0,0
C[C@@]1(O)[C@H](O)[C@@H](CO)O[C@H]1n1ccc(N)nc1=O,NM107,RNA polymerase inhibitor,Phase 2,0.4774551973264667,0.1899631269413456,0.3867563150679339,95,0.966482,0.009474,0.957325,100,0.451979,0.01694,0.444323,371,0.082703836,0.0040491116,0.0823689589382879,1564,0.345467594,0.0550087487999999,0.3264638539031136,447,257.24600000000004,-2.1729000000000003,130.82999999999998,2,1,2,7,4,0,18,0.6,8,0,0
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)OCOC(=O)C(C)(C)C)=C(SC3CN(C4=NCCS4)C3)[C@H](C)[C@H]12,tebipenem,bacterial cell wall synthesis inhibitor,Launched,0.7739748882075322,0.5019322053464171,0.3854919656867789,96,0.238924,0.969429,0.007304,2778,0.858278,0.554798,0.382107,524,0.9942062,0.9972882,0.00269608837316,4236,0.7868468120000001,0.647174144,0.2776198999847711,778,497.63900000000024,1.6656999999999995,108.74000000000001,4,0,6,10,1,0,33,0.7272727272727273,11,0,0
O=c1nc[nH]c2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,inosine,neurotrophic agent,Launched,0.4293026483238218,0.1028642993551837,0.3851427321926671,97,0.033392,0.009197,0.033085,1882,0.596368,0.003455,0.594307,157,0.9651773,0.00964684,0.955866389015268,31,0.296070174,0.1226108227999999,0.2597687663593208,934,268.229,-2.2689,133.49,3,2,2,7,4,0,19,0.5,9,0,0
CCn1cc(C(=O)O)c(=O)c2ccc(-c3ccncc3)cc21,rosoxacin,topoisomerase inhibitor,Launched,0.741793023526752,0.4812349713630635,0.3848162790925352,98,0.954686,0.295226,0.672837,381,0.574109,0.235409,0.438959,386,0.907502,0.023359802,0.8863029329653961,103,0.418494568,0.17699163,0.3444245322635341,356,294.31,2.781600000000001,72.19,3,3,3,3,1,0,22,0.11764705882352941,5,0,0
C[N+](C)(C)CCOP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@H](O)[C@@H]1O,citicoline,glutathione transferase stimulant|membrane permeability enhancer,Launched,0.4650123401771792,0.1737851814071064,0.384200086282945,99,0.947689,0.000781,0.946949,119,0.019514,0.007632,0.019365,5512,0.24518068,0.0062062046,0.2436590385359529,882,0.3150386659999999,0.029426100204,0.3057683066461494,578,489.3350000000002,-1.5984999999999971,212.89,2,1,10,11,5,1,31,0.7142857142857143,17,1,0
