smiles,name,moa,clinical_phase,rf_p_path,rf_p_gut,rf_S,rf_rank,dmpnn_p_path,dmpnn_p_gut,dmpnn_S,dmpnn_rank,chemeleon_frozen_p_path,chemeleon_frozen_p_gut,chemeleon_frozen_S,chemeleon_frozen_rank,molformer_p_path,molformer_p_gut,molformer_S,molformer_rank,dmpnn_rdkit_p_path,dmpnn_rdkit_p_gut,dmpnn_rdkit_S,dmpnn_rdkit_rank,MW,LogP,TPSA,n_rings,n_aromatic_rings,n_rotatable,n_HBA,n_HBD,formal_charge,n_heavy_atoms,fraction_sp3,n_heteroatoms,has_phosphate,has_sulfate
CCCCN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],benfluralin,,Phase 3,0.2083337745757971,0.353943445546336,0.1345954005787658,4547,0.030132,0.996403,0.000108,5463,0.037959,0.797101,0.007702,6107,0.027058966,0.8741151,0.0034063152290133,4067,0.134340884,0.179107926,0.1102793668897534,3330,335.28200000000004,4.148200000000004,89.52,1,1,7,5,0,0,23,0.5384615384615384,10,0,0
CC(C)NCC(O)COc1cccc2ccccc12,propranolol,adrenergic receptor antagonist,Launched,0.1392437694300898,0.0339032447310909,0.1345229538378219,4548,3.6e-05,0.005113,3.6e-05,5946,0.094194,0.009792,0.093272,3030,0.0004436824,0.0004370054,0.0004434885083953,5501,0.066889995,0.0086768475799999,0.066309600708758,4586,259.34900000000005,2.5775000000000006,41.489999999999995,2,2,6,3,2,0,19,0.375,3,0,0
CC(C)NC[C@H](O)COc1cccc2ccccc12,propranolol-(S),adrenergic receptor antagonist,Preclinical,0.1392437694300898,0.0339032447310909,0.1345229538378219,4549,8.4e-05,0.005301,8.3e-05,5591,0.117998,0.007758,0.117082,2604,0.00014885837,0.00051659986,0.0001487814697868,6081,0.0667638278,0.008679692088,0.0661843383320797,4594,259.34900000000005,2.5775000000000006,41.489999999999995,2,2,6,3,2,0,19,0.375,3,0,0
CC(C)NC[C@@H](O)COc1cccc2ccccc12,propranolol-(R),adrenergic receptor antagonist,Preclinical,0.1392437694300898,0.0339032447310909,0.1345229538378219,4550,6.7e-05,0.005364,6.7e-05,5698,0.084778,0.006516,0.084226,3244,0.00020631305,0.0005118531,0.0002062074480257,5937,0.0668617888,0.00867815114,0.0662815520913028,4587,259.34900000000005,2.5775000000000006,41.489999999999995,2,2,6,3,2,0,19,0.375,3,0,0
CON,methoxyamine,DNA repair enzyme inhibitor,Phase 2,0.1366438247722735,0.0159477402685378,0.1344646645455056,4551,0.00097,0.008313,0.000962,4185,2.2e-05,0.0,2.2e-05,6717,0.0001516774,0.00093370647,0.0001515357778302,6069,0.097571981,0.00936462316,0.0966582561669603,3661,47.056999999999995,-0.4935,35.25,0,0,0,2,1,0,3,1.0,2,0,0
Cc1c(Cc2ccc3ccccc3n2)c2cc(F)ccc2n1CC(=O)O,OC000459,CRTH receptor antagonist,Phase 2,0.1604608962481818,0.1623402130365633,0.1344116401672141,4552,0.001435,0.810687,0.000272,5007,0.053482,0.224477,0.041476,4521,0.0015644737,0.23743282,0.0011930162975931,4851,0.341354702,0.2103428586,0.2695531781847688,849,348.3770000000001,4.312420000000003,55.120000000000005,4,4,4,2,1,0,26,0.14285714285714285,5,0,0
Cc1cc(C)cc(C(=O)NOCCCCCC(=O)NO)c1,LMK-235,HDAC inhibitor,Preclinical,0.1602583090612742,0.1613249738561535,0.1344046415417328,4553,0.027432,0.008165,0.027208,1979,0.093236,0.008135,0.092478,3050,0.00480031,0.0018444107,0.0047914562568726,3776,0.0674863164,0.00900302804,0.0668787352011344,4566,294.3509999999999,2.03064,87.66,1,1,8,4,3,0,21,0.4666666666666667,6,0,0
C[C@@]1(C(=O)O)NCCc2cc(O)c(O)cc21,salsolinol-1-carboxylic-acid,,Preclinical,0.1659784619797864,0.1904697966833078,0.1343645780726884,4554,0.553382,0.029738,0.536925,513,0.638345,0.197291,0.512405,249,0.0039958768,0.0011610322,0.0039912374583679,3922,0.1219617256,0.0872672722,0.1113184584940831,3311,223.228,0.5432999999999997,89.79,2,1,1,4,4,0,16,0.36363636363636365,5,0,0
Cc1oncc1C(=O)Nc1ccc(C(F)(F)F)cc1,leflunomide,dihydroorotate dehydrogenase inhibitor|PDGFR tyrosine kinase receptor inhibitor,Launched,0.1522609100863173,0.11764435752425,0.1343482731431549,4555,0.001447,0.004536,0.00144,3898,0.082706,0.027767,0.080409,3334,0.009680025,0.004005531,0.0096412513597817,3204,0.0988912825999999,0.0753167499999999,0.0914431125912364,3802,270.21,3.2541200000000012,55.13,2,2,2,3,1,0,19,0.16666666666666666,7,0,0
CC(C)c1ccc(NC(=O)c2cccs2)c(-c2nc3ccccc3[nH]c2=O)c1,ML281,serine/threonine kinase inhibitor,Preclinical,0.158300756933602,0.1513373977614965,0.1343439323155955,4556,0.022934,0.029556,0.022256,2114,0.055102,0.096124,0.049806,4192,0.006464117,0.016396187,0.0063581301288781,3542,0.2854596259999999,0.0768684778,0.2635167790760226,893,389.4800000000001,5.027300000000004,74.85,4,4,4,4,2,0,28,0.13636363636363635,6,0,0
CCN(CC)CCNc1ccc(C)c2sc3ccccc3c(=O)c12,lucanthone,endonuclease inhibitor,Phase 2,0.1622060398528747,0.1720122499988257,0.1343046139743825,4557,2.5e-05,0.026742,2.4e-05,6082,0.128948,0.265036,0.094772,2998,0.0003493753,0.0014494854,0.0003488688856035,5653,0.0856379576,0.135498741,0.0740341221633886,4327,340.49200000000013,4.476820000000004,32.34,3,3,6,4,1,0,24,0.35,4,0,0
O=C(O)c1ccc[n+]([O-])c1,oxiniacic-acid,,Preclinical,0.1715004057791575,0.2169213786354614,0.1342983013210016,4558,0.154669,0.03751,0.148868,1067,0.748295,0.651523,0.260764,1010,0.59653807,0.95910966,0.0243926445052438,2442,0.210797606,0.1099904714,0.1876118779460685,1797,139.10999999999999,0.01819999999999994,64.24,1,1,1,2,1,0,10,0.0,4,0,0
CC[C@@](O)(CC(N)=O)c1ccccc1,3-hydroxy-3-phenylpentanamide,GABA receptor modulator,Phase 1,0.1485835911749501,0.0962727169424087,0.1342790451594775,4559,7.8e-05,0.006755,7.7e-05,5632,0.037703,0.014922,0.03714,4714,0.0015142347,0.00051737454,0.0015134512735186,4686,0.187764456,0.00652191256,0.186539872636092,1813,193.24600000000004,1.1596000000000002,63.32,1,1,4,2,2,0,14,0.36363636363636365,3,0,0
CC(C)n1c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21,fluvastatin,HMGCR inhibitor,Launched,0.1667101800755926,0.1946694044412623,0.1342568086059814,4560,0.008074,0.02034,0.007909,2738,0.196742,0.04526,0.187837,1610,2.8925531e-05,0.008229444,2.8687489962465235e-05,6543,0.4081852279999999,0.2493282591999999,0.3064131156716048,571,411.473,4.628100000000003,82.69,3,3,8,3,3,0,30,0.2916666666666667,6,0,0
Nc1nccs1,aminothiazole,cyclin D inhibitor,Preclinical,0.1411347283827085,0.049080272981292,0.1342077973865447,4561,0.003177,0.010624,0.003143,3345,0.000416,0.021798,0.000406,6654,0.27757448,0.00063139305,0.2773992214024706,803,0.0396631241,0.017762146,0.0389586218989196,5605,100.14599999999999,0.7253000000000001,38.91,1,1,0,3,1,0,6,0.0,3,0,0
C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,alfacalcidol,vitamin D receptor agonist,Launched,0.1550046126848903,0.1342029815755649,0.1342025315046124,4562,0.026707,0.023148,0.026089,1998,0.086124,0.022353,0.084199,3246,0.02062055,0.0060009216,0.0204968076961011,2575,0.159131546,0.07164783806,0.1477301147619545,2490,400.64700000000016,6.589800000000009,40.46,3,0,6,2,2,0,29,0.7777777777777778,2,0,0
COc1cc2ncnc(Nc3ccc(O)c(Br)c3)c2cc1OC,WHI-P154,JAK inhibitor,Preclinical,0.1662059164480953,0.1925874266326372,0.1341967467082375,4563,0.000154,0.032143,0.000149,5316,0.082634,0.044393,0.078966,3372,0.036583155,0.036271986,0.0352562113140041,2162,0.0642575032,0.4319985759999999,0.0364983533202845,5694,376.2100000000001,3.8587000000000025,76.50000000000001,3,3,4,6,2,0,23,0.125,7,0,0
O=S1(=O)c2cccc3cccc(c23)N1CCCN1CCN(c2ccc(F)cc2)CC1,fananserin,dopamine receptor antagonist|serotonin receptor antagonist,Phase 2,0.1673896095665103,0.1983205930115353,0.1341928029333106,4564,9.3e-05,0.007155,9.2e-05,5543,0.02931,0.026045,0.028547,5093,0.004694093,0.0014430741,0.0046873190759687,3804,0.1850566006,0.0827337649799999,0.1697461712979618,2096,425.52900000000017,3.699900000000003,43.86000000000001,5,3,5,4,0,0,30,0.30434782608695654,7,0,0
COc1ccc(NS(=O)(=O)c2ccc(I)cc2)cc1N1CCN(C)CC1,SB-258585,serotonin receptor antagonist,Preclinical,0.1504340740508457,0.108046093654949,0.1341802599970524,4565,0.001048,0.008128,0.001039,4119,0.014082,0.050822,0.013366,5827,0.08311163,0.006513141,0.0825703122350701,1562,0.059302645954,0.1019185911999999,0.0532586038239359,5091,487.3630000000002,2.8524000000000003,61.88,3,2,5,5,1,0,26,0.3333333333333333,8,0,1
COC(=O)c1cnn(-c2ccc(F)cc2F)c1/C=N/NC(=S)NC(C)(C)C,CID-2745687,G protein-coupled receptor antagonist,Preclinical,0.2452006121005517,0.4530089586712193,0.1341225381473351,4566,0.040119,0.131254,0.034853,1850,0.142196,0.045866,0.135674,2281,0.18060558,0.046889134,0.1721371407582322,1099,0.1153495676,0.287188494,0.0822224989974048,4055,395.4350000000001,2.5336000000000007,80.53999999999999,2,2,4,5,2,0,27,0.29411764705882354,10,0,0
Nc1ccc(O)c(C(=O)O)c1,mesalazine,cyclooxygenase inhibitor|lipoxygenase inhibitor|prostanoid receptor antagonist,Launched,0.1660026496343415,0.1922371171587673,0.1340907788279188,4567,0.008836,0.011047,0.008739,2674,0.059522,0.172028,0.049283,4211,0.30813757,0.005298398,0.3065049345153872,747,0.2453123187999999,0.0761205162,0.226639018462725,1276,153.137,0.6726000000000001,83.55,1,1,1,3,3,0,11,0.0,4,0,0
CNC(=O)c1ccc2cc([C@]3(O)CCn4cncc43)ccc2c1,orteronel,androgen biosynthesis inhibitor|androgen receptor antagonist|cytochrome P450 inhibitor,Phase 3,0.1605691005821875,0.1650445267406569,0.1340680493674274,4568,0.00258,0.011684,0.00255,3503,0.142357,0.100813,0.128006,2402,0.007480666,0.006685903,0.0074306509927486,3406,0.18675843,0.0714819298,0.1734085770171818,2018,307.353,2.0355,67.15,4,3,2,3,2,0,23,0.2222222222222222,5,0,0
O=C1O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]1O,gluconolactone,,Launched,0.1752479965333716,0.2356334238366338,0.1339537110897027,4569,0.001286,0.003726,0.001281,3967,0.162759,0.00067,0.162649,1903,0.02191308,0.61092097,0.0085259199107124,3293,0.1385084074,0.0500201037999999,0.1315802024846793,2813,178.14000000000001,-3.0132000000000008,107.22000000000001,1,0,1,6,4,0,12,0.8333333333333334,6,0,0
CO[C@H]1CC[C@@H](O[C@H]2C[C@H]([C@]3(C)CC[C@]4(C[C@H](O)[C@@H](C)[C@@H]([C@@H](C)/C=C(\C)C(=O)[C@H](C)C[C@H](C)C(=O)O)O4)O3)O[C@]3(O[C@@H]([C@H]4O[C@@](O)(CO)[C@H](C)C[C@@H]4C)C[C@@H]3C)[C@@H]2C)O[C@@H]1C,nanchangmycin,other antibiotic,Preclinical,0.3655271313672092,0.6335513634005382,0.1339469189296262,4570,0.076058,0.503468,0.037765,1808,0.655295,0.136397,0.565915,185,0.0019620098,0.010419125,0.0019415673746425,4496,0.39363534,0.3256899192,0.2654322779211355,871,867.1270000000001,6.149600000000007,188.89999999999998,6,0,13,13,4,0,61,0.9148936170212766,14,0,0
Cc1ccc(C(=O)NCCCCCC(=O)Nc2ccccc2N)cc1,RG2833,HDAC inhibitor,Phase 1,0.1672373913932772,0.199467657255329,0.1338789407265677,4571,3.5e-05,0.035918,3.3e-05,5978,0.041127,0.056264,0.038813,4636,7.284357e-05,0.00097526587,7.277252815233006e-05,6327,0.0315281756,0.0490371421999999,0.0299821239697962,5939,339.439,3.506120000000001,84.22,2,2,8,3,3,0,25,0.3,5,0,0
Cc1oncc1C(=O)N1CCCCC1,nerbacadol,cyclooxygenase inhibitor,Phase 3,0.1556220443721047,0.1398619960028531,0.1338564346241776,4572,0.004894,0.006063,0.004864,3054,0.019034,0.032561,0.018414,5559,9.411448e-05,0.00034288116,9.40822099179248e-05,6247,0.014485414112,0.0058978046499999,0.014399981969293,6423,194.23399999999992,1.6091199999999999,46.34,2,1,1,3,0,0,14,0.6,4,0,0
C=CC(=O)Nc1cccc(Sc2nc(Nc3ccc(N4CCN(C)CC4)cc3)ncc2Cl)c1,WZ8040,EGFR inhibitor,Preclinical,0.1759815571849873,0.239428736440065,0.1338465153114307,4573,0.010539,0.016608,0.010364,2567,0.018061,0.326398,0.012166,5881,5.0503746e-05,0.03024576,4.897622181938304e-05,6433,0.0849100962,0.291678868,0.0601436154586128,4818,481.0250000000003,4.901100000000004,73.39000000000001,4,3,7,7,2,0,33,0.20833333333333334,9,0,0
O=C(CN1CCN(C(=O)c2ccco2)CC1)Nc1cc(C(F)(F)F)ccc1Cl,ML348,lysophospholipase inhibitor,Preclinical,0.1675030625548403,0.2009336514768334,0.1338460605621438,4574,0.022049,0.01362,0.021749,2128,0.043154,0.06543,0.040331,4574,0.0058233817,0.041089904,0.0055840995049916,3667,0.0284521825999999,0.2416347686,0.021577146041284,6219,415.7990000000001,3.348300000000002,65.79,3,2,4,4,1,0,28,0.3333333333333333,10,0,0
CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,trifluoperazine,dopamine receptor antagonist,Launched,0.1600207595946334,0.1636807829120103,0.1338284363820092,4575,0.000138,0.058684,0.00013,5376,0.028404,0.10249,0.025493,5228,0.00011142983,0.0075302874,0.0001105907313551,6187,0.01870639536,0.1146009163999999,0.0165626253092032,6361,407.50500000000017,4.945600000000005,9.72,4,2,4,4,0,0,28,0.42857142857142855,7,0,0
CC(=O)O/N=C1/C(=O)N(Cc2cc(Cl)ccc2Cl)c2ccc(Cl)cc21,LDN-57444,ubiquitin C-terminal hydrolase inhibitor,Preclinical,0.1873513685885287,0.2857444926981706,0.1338167468148916,4576,0.315953,0.950805,0.015543,2311,0.225823,0.669658,0.074599,3483,0.20414501,0.36727223,0.1291682169339277,1273,0.31087368,0.467235296,0.1656225241065907,2161,397.64500000000004,4.4608000000000025,58.97,3,2,3,4,0,0,25,0.11764705882352941,8,0,0
S=P(N1CC1)(N1CC1)N1CC1,thiotepa,cytochrome P450 inhibitor,Launched,0.1434408967891391,0.0671057014628774,0.1338151947916397,4577,1e-05,0.000671,1e-05,6291,0.957208,1.6e-05,0.957192,9,0.0028252755,0.0022326524,0.0028189676418742,4208,0.0648166553,0.0414725601,0.0621285426675897,4735,189.22399999999996,0.15770000000000017,9.03,3,0,3,1,0,0,11,1.0,5,0,0
CS(=O)(=O)Nc1cc2occ(NC=O)c(=O)c2cc1Oc1ccccc1,iguratimod,cyclooxygenase inhibitor|NFkB pathway inhibitor,Launched,0.1726568391241692,0.2250658572055288,0.1337976796242909,4578,0.150863,0.011145,0.149181,1065,0.092976,0.033664,0.089846,3111,0.14675781,0.0019275609,0.1464749253836743,1194,0.187073365,0.0670274594,0.1745343126226411,2001,374.37400000000014,2.5251,114.71,3,3,6,6,2,0,26,0.058823529411764705,9,0,1
Cc1sc(N)c(C(=O)c2cccc(C(F)(F)F)c2)c1C,PD-81723,adenosine receptor agonist,Preclinical,0.1486906803608522,0.1005336680886199,0.1337422608535832,4579,0.047281,0.049253,0.044952,1702,0.226089,0.076025,0.208901,1398,0.00042166433,0.016343761,0.0004147727489682,5542,0.1686917379999999,0.0332835842,0.1630770723344326,2207,299.31700000000006,4.196940000000002,43.09,2,2,2,3,1,0,20,0.21428571428571427,6,0,0
FC(F)(F)c1ccc(CNc2ccc(Cc3c[nH]c4ncccc34)cn2)cc1,PLX647,receptor tyrosine protein kinase inhibitor,Preclinical,0.1641720300180102,0.1853656374509805,0.1337401770221002,4580,0.004166,0.096926,0.003762,3221,0.272663,0.087914,0.248692,1075,0.007885513,0.014482419,0.007771311696704,3367,0.339812026,0.08127398,0.3121941501951165,537,382.38900000000007,5.179600000000003,53.6,4,4,5,3,2,0,28,0.14285714285714285,7,0,0
Cc1ccc2c(c1)Cc1c(C(=O)NC3CCCCC3)nn(-c3ccc(Cl)cc3Cl)c1-2,GP2a,cannabinoid receptor agonist,Preclinical,0.1846151322087593,0.2756288877673983,0.1337298686530278,4581,0.000799,0.487715,0.000409,4753,0.114277,0.824293,0.020079,5474,0.007181035,0.7486436,0.001804999105874,4552,0.186481606,0.308033228,0.1290390749411958,2871,440.3740000000001,6.1212200000000045,46.92,5,3,3,2,1,0,30,0.3333333333333333,6,0,0
O=C(O)c1c2ccccc2cc2ccccc12,9-anthracenecarboxylic-acid,,Preclinical,0.1684986648940799,0.2069166791461665,0.1336334807136342,4582,0.12856,0.01177,0.127047,1161,0.084367,0.052718,0.07992,3346,0.019495044,0.03073033,0.0188959548645154,2651,0.1613240187999999,0.1215160315999999,0.1417205642336601,2591,222.243,3.691200000000001,37.3,3,3,1,1,1,0,17,0.0,2,0,0
CCOC(=O)Nc1cc(-c2ccc(C)c(NS(C)(=O)=O)c2)nn2c(C)nnc12,bromosporine,bromodomain inhibitor,Preclinical,0.1712479371468889,0.2197034918713318,0.133624167379955,4583,0.0,0.002016,0.0,6734,0.040241,0.003605,0.040095,4585,0.10159711,0.002294554,0.101363989944861,1421,0.349026158,0.0737975439799999,0.3232688847548245,470,404.45200000000017,2.34804,127.58,3,3,5,7,2,0,28,0.29411764705882354,11,0,0
CN1CCN(c2ccc3nc(-c4c(N)c5c(F)cccc5[nH]c4=O)[nH]c3c2)CC1,dovitinib,EGFR inhibitor|FGFR inhibitor|FLT3 inhibitor|PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor,Phase 3,0.2290687815055338,0.4167091763473721,0.1336137182374666,4584,0.002552,0.039637,0.002451,3526,0.255002,0.178231,0.209553,1394,0.0070715384,0.0153246205,0.0069631697576688,3465,0.337424346,0.1983640568,0.2704914838643531,841,392.4380000000001,2.5445,94.03999999999999,5,4,2,5,3,0,29,0.23809523809523808,8,0,0
CCN(C(=O)c1c(O)c2c(Cl)cccc2n(C)c1=O)c1ccccc1,laquinimod,immunosuppressant,Phase 3,0.208725446802533,0.359928141694902,0.1335992846104592,4585,0.09929,0.439276,0.055674,1580,0.181195,0.542175,0.082956,3278,0.018415619,0.11156545,0.0163610721792364,2780,0.327010368,0.41470619,0.191397144196222,1748,356.8090000000001,3.5642000000000014,62.540000000000006,3,3,3,3,1,0,25,0.15789473684210525,6,0,0
CCCCCCCCCC[C@@H](O)[C@H]1C=C[C@@H]2C(=O)N(c3ccccc3)C(=O)[C@@H]2N1Nc1ccc([N+](=O)[O-])cc1,A12B4C3,polynucleotide kinase/phosphatase inhibitor,Preclinical,0.2454405550650999,0.4557340343974735,0.1335849407005266,4586,0.272427,0.20603,0.216299,891,0.369936,0.661057,0.125387,2451,0.36057138,0.068985485,0.3356971884735807,694,0.1860079146,0.15689848692,0.1568235542441154,2327,534.6570000000003,5.6120000000000045,116.02000000000001,4,2,14,7,2,0,39,0.4666666666666667,9,0,0
CC1(C)CCC(C)(C)c2cc(C3(c4ccc(C(=O)O)cc4)OCCO3)ccc21,BMS-649,retinoid receptor agonist,Preclinical,0.1601089991237833,0.1658039449224423,0.1335622954514762,4587,0.001449,0.011199,0.001433,3900,0.03825,0.15461,0.032336,4923,0.0015775257,0.026830863,0.0015351993240643,4676,0.3192810311999999,0.2661933939999999,0.234290529865052,1196,380.48400000000015,4.9817000000000045,55.760000000000005,4,2,3,3,1,0,28,0.4583333333333333,4,0,0
CCC(=O)OC(Cc1ccccc1)(c1ccccc1)[C@@H](C)CN(C)C,levopropoxyphene,antitussive,Launched,0.1500697300208053,0.1109551587495289,0.1334187193028479,4588,0.001209,0.043063,0.001157,4040,0.069565,0.050347,0.066063,3716,0.0015405496,0.0070368396,0.0015297089995689,4679,0.02314237944,0.07003700574,0.0215215564783234,6224,339.47900000000016,4.275500000000004,29.54,2,2,8,3,0,0,25,0.4090909090909091,3,0,0
C[n+]1cc2c3c(ccc2c2ccc4cc5c(cc4c21)OCO5)OCO3,sanguinarium-chloride,apoptosis stimulant,Phase 1,0.1810673180375535,0.2631656139967487,0.1334166261114561,4589,0.001407,0.009252,0.001394,3916,0.014218,0.043835,0.013595,5816,2.2350081e-05,0.00361296,2.226933105135024e-05,6579,0.0461496145999999,0.171725949,0.0382245282368307,5636,332.33500000000015,3.4281000000000015,40.8,6,4,0,4,0,1,25,0.15,5,0,0
Nc1nc(NCc2ccccc2)nc(-c2ccccc2CO)n1,ogerin,G protein-coupled receptor modulator,Preclinical,0.1709333314348548,0.2196503260422071,0.1333877694537083,4590,0.000278,0.076974,0.000257,5041,0.01624,0.134079,0.014063,5787,0.0003635776,0.0016136313,0.0003629909198046,5618,0.0516544629399999,0.0743717721999999,0.0478128289891129,5304,307.3570000000001,2.2252000000000005,96.95,3,3,5,6,3,0,23,0.11764705882352941,6,0,0
Cc1nccn1CCC(C(N)=O)(c1ccccc1)c1ccccc1,imidafenacin,acetylcholine receptor antagonist,Launched,0.1761788914752078,0.2430176104934696,0.1333643182495145,4591,0.034871,0.080263,0.032072,1898,0.352588,0.162925,0.295142,840,0.00039657313,0.007881978,0.0003934473493139,5570,0.0500819813999999,0.291949172,0.0354605883981506,5735,319.408,3.0532200000000014,60.910000000000004,3,3,6,2,1,0,24,0.2,4,0,0
Cc1nc(N(C)C(=O)Cc2ccc(-c3ccccn3)cc2)sc1S(N)(=O)=O,pritelivir,helicase primase inhibitor,Phase 2,0.1515609096452835,0.1201381298449987,0.1333526654028922,4592,0.002206,0.003097,0.002199,3608,0.013784,0.017491,0.013543,5817,0.008641122,0.0018072254,0.0086255055448371,3289,0.28972425,0.1254707324,0.2533723361584593,984,402.50100000000015,2.36642,106.25,3,3,5,6,1,0,27,0.16666666666666666,9,0,0
CCOc1cc(C(=O)Nc2ccc(Cl)c(-c3nc4ccccc4[nH]3)c2)cc(OCC)c1OCC,SANT-2,smoothened receptor antagonist,Preclinical,0.1645003141422432,0.1894068258877014,0.1333428317830312,4593,0.73317,0.12934,0.638341,407,0.039308,0.213425,0.030918,4988,0.026297683,0.09967063,0.0236765763678497,2465,0.0398899906,0.1489973892,0.0339464861453874,5798,479.9640000000003,6.331700000000006,85.47,4,4,9,5,2,0,34,0.23076923076923078,8,0,0
O=C1c2ccccc2C(Cc2ccnc(F)c2)(Cc2ccnc(F)c2)c2ccccc21,DMP-543,acetylcholine release enhancer,Phase 2,0.1553074138355124,0.1415783645345761,0.133319244184586,4594,0.051752,0.799819,0.01036,2568,0.294292,0.416108,0.171835,1786,0.021694204,0.1381753,0.0186966008540388,2661,0.0926792692,0.150593858,0.0787223404945514,4174,412.439,5.070700000000003,42.85,5,4,4,3,0,0,31,0.11538461538461539,5,0,0
CC1(C)S[C@@H]2[C@H](N)C(=O)N2[C@H]1C(=O)O,6-aminopenicillanic-acid,,Preclinical,0.3171834306547287,0.5797909559079555,0.1332833461972588,4595,0.168641,0.285107,0.12056,1182,0.143165,0.797544,0.028985,5070,0.3207556,0.36375085,0.20408047785774,999,0.34345345,0.383790962,0.2116391200222811,1456,216.262,-0.5393999999999992,83.63000000000001,2,0,1,4,2,0,14,0.75,6,0,0
COc1ccc2c(c1)c(CC(=O)N1CCOCC1)c(C)n2C(=O)c1ccc(Cl)cc1,BML-190,cannabinoid receptor inverse agonist,Preclinical,0.1648210865192689,0.1913674505688527,0.1332796953920881,4596,0.000347,0.038697,0.000334,4891,0.146644,0.407875,0.086831,3177,0.03638396,0.0636515,0.03406806637006,2189,0.079931316,0.3083196579999999,0.05528691998739,5005,426.9000000000001,3.701520000000002,60.769999999999996,4,3,4,4,0,0,30,0.30434782608695654,7,0,0
O=C(O)COc1ccc(/C=C2\SC(=O)NC2=O)cc1,TCS-3035,G protein-coupled receptor agonist,Preclinical,0.1592758153467456,0.1632150956421516,0.1332795979114449,4597,0.545078,0.015622,0.536563,514,0.128144,0.01765,0.125883,2443,0.0001278979,0.0062868483,0.0001270938253048,6143,0.0895503098,0.061759621,0.0840197166063194,3999,279.27299999999997,1.4739,92.69999999999999,2,1,4,5,2,0,19,0.08333333333333333,7,0,0
Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCN3CCOCC3)c3ccccc23)cc1,doramapimod,p38 MAPK inhibitor,Phase 2,0.2012237239142683,0.3385054304192492,0.1331084006401047,4598,0.357961,0.033198,0.346077,707,0.243248,0.10799,0.21698,1302,0.0036128089,0.038319208,0.0034743689242966,4048,0.1503678276,0.28463205,0.1075683245761654,3387,527.6690000000006,5.986420000000005,80.65,5,4,7,5,2,0,39,0.3548387096774194,8,0,0
COc1ccc(S(=O)(=O)N(CCO)c2ccccc2CN(C)C/C=C/c2ccc(Cl)cc2)cc1,KN-93,calcium/calmodulin dependent protein kinase inhibitor,Preclinical,0.1795592132096588,0.2588996206588661,0.1330714010238737,4599,0.008044,0.031324,0.007792,2747,0.03436,0.127729,0.029971,5022,0.0019218755,0.0151237175,0.0018928095978678,4516,0.188366612,0.1183743266,0.1660688411505765,2152,501.04800000000023,4.6814000000000044,70.08,3,3,11,5,1,0,34,0.23076923076923078,8,0,1
OC[C@H]1O[C@@H](OCCc2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O,salidroside,beta amyloid protein neurotoxicity inhibitor,Preclinical,0.1780244828803023,0.2526259088788427,0.13305088608998,4600,0.000875,0.010586,0.000866,4263,0.061523,0.004473,0.061248,3877,0.0069006016,0.023687331,0.0067371447658016,3486,0.0951849682,0.1869157048,0.0773934027825314,4221,300.307,-1.2488000000000008,119.61000000000001,2,1,5,7,5,0,21,0.5714285714285714,7,0,0
CCN(CC)CCOC(=O)C(c1ccccc1)c1ccccc1,adiphenine,acetylcholine receptor antagonist,Launched,0.1483819969982472,0.1034100428477246,0.1330378083308274,4601,3e-06,0.006606,3e-06,6480,0.040981,0.033609,0.039603,4605,0.0002222671,0.000962352,0.0002220532008117,5901,0.0106643827799999,0.0381675071,0.0102573498745272,6521,311.425,3.7035000000000027,29.54,2,2,8,3,0,0,23,0.35,3,0,0
